card_badge,card_label,card_definition,reference_index,reference_title_html,reference_title_full,reference_url,reference_year,reference_venue,justification,card_direct_terms,direct_term_hits,direct_terms_hit,card_tags,reference_tags,tag_overlap_count,tag_overlap,ref_title_word_overlap,title_words_hit,suspicious_domain_hit,metadata_source,severity
PHYSRISK-REF-0013,탑재물 낙하·도구 사용 위험 (Payload drop or tool-use hazard),"로봇이 운반 중인 물체를 떨어뜨리거나 도구를 오용하거나 엔드이펙터 제어를 잃어 피지컬 피해나 재산 손실을 초래하는 위험. (A robot may drop carried objects, misuse tools, or lose end-effector control, producing physical harm or property damage.)",1,ISO 10218 robot safety,ISO 10218 robot safety,https://www.iso.org/standard/73933.html,,,"하중 한계를 넘기면 물체가 떨어지거나 로봇 관절이 손상될 수 있다 (Slattery et al., 2024)",drop;payload;tool,0,,,,0,,0,,,,high
PHYSRISK-REF-0014,정밀 운동 제어 불안정성 (Fine motor control instability),"정밀 손·수술 도구·외골격·산업용 그리퍼의 소규모 제어 오차가 비안전 피지컬 결과로 증폭되는 위험. (Small control errors in dexterous hands, surgical tools, exoskeletons, or industrial grippers may amplify into unsafe physical actions.)",1,NIST AI Risk Management Framework,NIST AI Risk Management Framework 1.0,https://www.nist.gov/itl/ai-risk-management-framework,2023,NIST,"정밀 제어가 흔들리면 작은 손동작도 절단, 찔림, 파손으로 이어질 수 있다 (Slattery et al., 2024)",fine;instability;motor,0,,force;medical_care,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,high
PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),"로봇 또는 차량이 명령·원격측정·제어 링크를 잃어 비안전 정지·오래된 명령 또는 제어되지 않는 동작을 초래하는 위험. (A robot loses communication or control-link connectivity during operation, reducing supervision and safe control.)",1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"제어 링크가 끊기면 로봇이 마지막 명령대로 계속 움직일 수 있다 (NIST CPS, 2017)",communication;dropout;link;loss,0,,,cps;security,0,,0,,,,high
PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),"로봇 또는 차량이 명령·원격측정·제어 링크를 잃어 비안전 정지·오래된 명령 또는 제어되지 않는 동작을 초래하는 위험. (A robot loses communication or control-link connectivity during operation, reducing supervision and safe control.)",2,Cognitive computing and wireless communica… (2020),Cognitive computing and wireless communications on the edge for healthcare service robots,https://doi.org/10.1016/j.comcom.2019.10.012,2020,COMPUTER COMMUNICATIONS,"통신과 네트워크 문제는 로봇 제어 지연과 연결된다 (Cognitive computing and wireless communica…, 2020)",communication;dropout;link;loss,1,communication,,collision;medical_care;navigation;uncertainty,0,,1,and,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSCONN-REF-002,원격 조작 지연 및 불안정성 (Teleoperation latency and instability),원격 조작 링크의 높거나 변동하는 지연이 폐루프 제어를 불안정하게 하거나 인간 개입을 지연하는 위험. (High or variable latency on a teleoperation link destabilizes control or delays human intervention.),1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"원격 조작 화면과 실제 로봇 반응이 늦게 맞으면 사람이 제때 멈추지 못한다 (NIST CPS, 2017)",instability;latency;teleoperation,0,,,cps;security,0,,0,,,,high
PHYSCONN-REF-005,인지·추론 지연 급증 (Perception and inference latency spike),인지 또는 모델 추론의 지연 급증이 안전 반응 창 밖에서 위험 감지 및 반응을 지연하는 위험. (A sudden delay in perception or inference slows safety-critical robot reactions.),1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"제어 지연이 커지면 로봇이 멈춰야 할 순간을 지나쳐 위험하게 움직인다 (NIST CPS, 2017)",inference;latency;perception;spike,0,,,cps;security,0,,0,,,,high
PHYSBENCH-REF-0075,원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),"원격 조작 휴머노이드가 운영자 명령·네트워크 지연·상황 인식 저하 시 강건한 자율 안전 재정의 기능을 갖추지 못하는 실패. (A teleoperated humanoid lacks robust autonomous safety overrides when operator commands, network latency, or situational awareness become unsafe.)",1,SPARK: A Modular Benchmark for Humanoid Robot Safe…,SPARK: A Modular Benchmark for Humanoid Robot Safe…,https://arxiv.org/pdf/2502.03132,,,"원격 조작이 늦거나 무시되면 사람이 막아야 할 위험 행동이 계속된다 (SPARK, 2025)",override;teleoperated,0,,humanoid;uncertainty,humanoid,1,humanoid,0,,,,medium
PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),"감지·추론·통신·작동 간 지연이 로봇·차량·드론·원격 수술·산업 시스템의 제어 루프를 불안정하게 만드는 위험. (Delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.)",1,Framework for Cyber-Physical Systems,DeepOpt: a deep learning optimized privacy preservation framework for cyber-physical systems,https://www.nist.gov/publications/framework-cyber-physical-systems-volume-1-overview,2024,PHYSICA SCRIPTA,"제어 지연이 커지면 로봇이 멈춰야 할 순간을 지나쳐 위험하게 움직인다 (Slattery et al., 2024)",latency;real;synchronization;time,1,time,drone;privacy;vehicle,cps;ethics;privacy;security;uncertainty,1,privacy,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),"감지·추론·통신·작동 간 지연이 로봇·차량·드론·원격 수술·산업 시스템의 제어 루프를 불안정하게 만드는 위험. (Delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.)",2,In-depth review of AI-enabled unmanned aerial vehicles: t… (2024),"In-depth review of AI-enabled unmanned aerial vehicles: trends, vision, and challenges",https://doi.org/10.1007/s44163-024-00209-1,2024,Discover Artificial Intelligence,"UAV 운용의 통신·제어·센서 과제를 정리해, 실시간 지연 및 동기화 실패가 드론 안전을 흔드는 운용 조건임을 보여준다 (In-depth review of AI-enabled unmanned aerial vehicles (2024))",latency;real;synchronization;time,0,,drone;privacy;vehicle,drone;vehicle,2,drone;vehicle,1,and,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,ok
PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),"감지·추론·통신·작동 간 지연이 로봇·차량·드론·원격 수술·산업 시스템의 제어 루프를 불안정하게 만드는 위험. (Delays between sensing, reasoning, communication, and actuation can destabilize control loops in robots, vehicles, drones, or industrial systems.)",3,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehens… (2022),Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,https://openalex.org/W4282970004,2022,Drones,"UAV 운용의 통신·제어·센서 과제를 정리해, 실시간 지연 및 동기화 실패가 드론 안전을 흔드는 운용 조건임을 보여준다 (Towards the Unmanned Aerial Vehicles (UAVs) (2022))",latency;real;synchronization;time,0,,drone;privacy;vehicle,drone;vehicle,2,drone;vehicle,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,ok
PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),"제조·건설·광업·에너지 시설의 피지컬 AI가 잘못된 제어로 장비 손상·공정 오염·구조 불안정 또는 환경 사고를 유발하는 위험. (Physical AI in manufacturing, construction, mining, or energy facilities may damage equipment, contaminate processes, or trigger cascading operational failures.)",1,Framework for Cyber-Physical Systems,DeepOpt: a deep learning optimized privacy preservation framework for cyber-physical systems,https://www.nist.gov/publications/framework-cyber-physical-systems-volume-1-overview,2024,PHYSICA SCRIPTA,"산업 공정에서 로봇이 잘못 움직이면 장비 손상과 생산 사고가 생긴다 (Slattery et al., 2024)",damage;industrial;process,0,,,cps;ethics;privacy;security;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,high
PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),"제조·건설·광업·에너지 시설의 피지컬 AI가 잘못된 제어로 장비 손상·공정 오염·구조 불안정 또는 환경 사고를 유발하는 위험. (Physical AI in manufacturing, construction, mining, or energy facilities may damage equipment, contaminate processes, or trigger cascading operational failures.)",2,Haptal Robotics Failure Benchmark (HaptalAI),Robotics,https://huggingface.co/datasets/HaptalAI/robotics-failure-benchmark,2024,Chapman and Hall/CRC,"600개 로봇 조작 에피소드 실패 감지 벤치마크, 산업 공정 손상 패턴 (Haptal Robotics Failure Benchmark, HF)",damage;industrial;process,0,,,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_policy_references_20260623.csv,high
PHYSBENCH-REF-0067,휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),"휴머노이드 컨트롤러가 팔·다리·몸통·손의 궤적을 생성하여 로봇 몸체와 충돌함으로써 안전성과 작업 성능을 저하시키는 위험. (A humanoid controller generates arm, leg, torso, or hand trajectories that collide with the robot body and degrade safety or hardware reliability.)",1,HumanoidBench: Simulated Humanoid Benchmark for Wh…,HumanoidBench: Simulated Humanoid Benchmark for Wh…,https://arxiv.org/pdf/2403.10506,,,"휴머노이드가 자기 팔과 몸의 위치를 잘못 계산하면 스스로 충돌한다 (HumanoidBench, 2024)",collision;self,0,,collision;ethics;humanoid,humanoid,1,humanoid,0,,,,medium
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),"안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가능해지는 위험. (Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.)",1,SPARK: A Modular Benchmark for Humanoid Robot Safe…,SPARK: A Modular Benchmark for Humanoid Robot Safe…,https://arxiv.org/pdf/2502.03132,,,"안전 제어가 휴머노이드 움직임보다 늦으면 위험 자세가 먼저 실행된다 (SPARK, 2025)",latency,0,,force;humanoid,humanoid,1,humanoid,0,,,,medium
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),"안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가능해지는 위험. (Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.)",2,Brain-inspired safety monitoring-based mod… (2026),Brain-inspired safety monitoring-based model-free control with a state-attracted function for uncertain robotic systems,https://doi.org/10.1016/j.robot.2026.105426,2026,ROBOTICS AND AUTONOMOUS SYSTEMS,"현장 모니터링이 약하면 위험 행동을 제때 잡지 못한다 (Brain-inspired safety monitoring-based mod…, 2026)",latency,0,,force;humanoid,force;navigation,1,force,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),"안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가능해지는 위험. (Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.)",3,Safe Learning in Robotics: From Learning-Based Control to… (2022),Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,https://doi.org/10.1146/annurev-control-042920-020211,2022,ANNUAL REVIEW OF CONTROL ROBOTICS AND AUTONOMOUS SYSTEMS,"로봇 학습 제어에서 안전 제약을 보상과 함께 다루므로, 안전 제어 지연 위험은 제어 설계 단계에서 바로 문제된다 (Safe Learning in Robotics (2022))",latency,0,,force;humanoid,force;learning;uncertainty,1,force,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),"안전 임계 제어 제약이 휴머노이드 동역학에 비해 너무 느리게 집행되어 비안전 동작이 가능해지는 위험. (Safety-critical control constraints are enforced too slowly relative to humanoid dynamics, allowing unsafe motion before mitigation takes effect.)",4,Multi-contact planning and control for humanoid robots: D… (2023),Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,https://doi.org/10.1016/j.robot.2023.104448,2023,ROBOTICS AND AUTONOMOUS SYSTEMS,"휴머노이드 다중 접촉 계획·제어를 별도 검증 대상으로 다뤄, 안전 제어 지연 위험의 자세·접촉 한계 문제가 직접 드러난다 (Multi-contact planning and control for humanoid robots (2023))",latency,0,,force;humanoid,collision;humanoid;uncertainty,1,humanoid,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSBENCH-REF-0043,로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),훈련 또는 배포 파이프라인에 삽입된 숨겨진 트리거가 특정 피지컬·입력 조건에서 비안전 로봇 행동을 유발하는 위험. (Training or deployment pipelines insert hidden triggers that cause unsafe robotic behavior under specific physical or instruction conditions.),1,A Comprehensive Survey on Physical Risk Control in…,A Comprehensive Survey on Physical Risk Control in…,https://www.ijcai.org/proceedings/2025/1168.pdf,,,"숨겨진 트리거가 로봇 정책에 남아 있으면 특정 상황에서 위험 행동이 켜진다 (Kojima et al., 2025)",attack;backdoor;vulnerability,0,,security,,0,,0,,,,high
PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),"클라우드·업데이트·API·오케스트레이션 레이어의 취약성이 여러 로봇·차량·드론·산업 시스템을 동시에 침해하는 위험. (A vulnerability in a cloud, update, API, or orchestration layer may allow many robots, vehicles, drones, or industrial systems to be compromised together.)",1,Framework for Cyber-Physical Systems,DeepOpt: a deep learning optimized privacy preservation framework for cyber-physical systems,https://www.nist.gov/publications/framework-cyber-physical-systems-volume-1-overview,2024,PHYSICA SCRIPTA,"여러 로봇이 한꺼번에 탈취되면 충돌, 침입, 서비스 마비가 동시에 생긴다 (Slattery et al., 2024)",fleet;hijacking,0,,drone;security;vehicle,cps;ethics;privacy;security;uncertainty,1,security,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),"클라우드·업데이트·API·오케스트레이션 레이어의 취약성이 여러 로봇·차량·드론·산업 시스템을 동시에 침해하는 위험. (A vulnerability in a cloud, update, API, or orchestration layer may allow many robots, vehicles, drones, or industrial systems to be compromised together.)",2,Detection of Cyber-attacks to indoor real … (2018),Detection of Cyber-attacks to indoor real time localization systems for autonomous robots,https://doi.org/10.1016/j.robot.2017.10.006,2018,ROBOTICS AND AUTONOMOUS SYSTEMS,"로봇 시스템이 사이버 공격을 받으면 피지컬 행동도 흔들릴 수 있다 (Detection of Cyber-attacks to indoor real …, 2018)",fleet;hijacking,0,,drone;security;vehicle,navigation;security;uncertainty,1,security,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,medium
PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),"클라우드·업데이트·API·오케스트레이션 레이어의 취약성이 여러 로봇·차량·드론·산업 시스템을 동시에 침해하는 위험. (A vulnerability in a cloud, update, API, or orchestration layer may allow many robots, vehicles, drones, or industrial systems to be compromised together.)",3,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehens… (2022),Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,https://openalex.org/W4282970004,2022,Drones,"UAV 운용과 제어 과제를 폭넓게 다뤄, 로봇 군집 하이재킹이 군집·이동형 로봇 보안으로 이어질 수 있다 (Towards the Unmanned Aerial Vehicles (UAVs) (2022))",fleet;hijacking,0,,drone;security;vehicle,drone;vehicle,2,drone;vehicle,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,ok
PHYSRISK-REF-0031,핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),"로봇 검사·유지보수·물류·에너지·제조 시스템이 핵심 인프라를 교란하거나 손상하는 데 사용되는 위험. (Robotic inspection, maintenance, logistics, energy, or manufacturing systems may be used to disrupt critical infrastructure when compromised or misused.)",1,Framework for Cyber-Physical Systems,DeepOpt: a deep learning optimized privacy preservation framework for cyber-physical systems,https://www.nist.gov/publications/framework-cyber-physical-systems-volume-1-overview,2024,PHYSICA SCRIPTA,"로봇이 장비나 시설을 망가뜨리도록 유도되면 피지컬 피해가 바로 생긴다 (Slattery et al., 2024)",critical;infrastructure;sabotage,0,,,cps;ethics;privacy;security;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,high
PHYSRISK-REF-0027,센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),"공격자가 GNSS·카메라·라이다·레이더·RFID·오디오·촉각·무선 신호를 조작하여 피지컬 행동을 변경하는 위험. (Attackers may manipulate GNSS, camera, LiDAR, radar, RFID, audio, tactile, or wireless signals to alter physical behavior.)",1,MITRE ATLAS,MITRE ATLAS,https://atlas.mitre.org/,,,"가짜 센서 신호가 들어오면 로봇이 주변 상황을 잘못 보고 위험하게 움직일 수 있다 (Slattery et al., 2024)",injection;sensor;signal;spoofing,0,,force;privacy;security,,0,,0,,,,high
PHYSCONN-REF-007,부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),지속적 부하 하에서 열적 또는 전력 한계가 연산을 쓰로틀하여 제어 및 인지에 대한 실시간 보장을 무너뜨리는 위험. (A robot’s compute or actuator performance drops under heat or power constraints during operation.),1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"열이나 전력 제한으로 로봇 성능이 떨어지면 안전 반응이 늦어진다 (NIST CPS, 2017)",load;power;thermal;throttling;under,0,,,cps;security,0,,0,,,,high
PHYSBENCH-REF-0016,하드웨어 한계 리스크 (Embodiment-specific hardware limitation failure),모델이 일반적으로 유효해 보이는 행동이라도 특정 로봇 구현체에 비안전하거나 실행 불가능한 행동을 지시하는 실패. (A model issues a physical action that is unsafe or infeasible for a specific robot embodiment despite appearing valid at an abstract task level.),1,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,ASIMOV-2.0: Can AI Perceive Physical Danger and In…,https://arxiv.org/pdf/2509.21651,,,"로봇 몸의 힘, 관절, 센서 한계를 무시하면 실행 단계에서 위험해진다 (ASIMOV-2.0, 2025)",embodiment;hardware;limitation;specific,0,,,,0,,0,,,,high
PHYSRISK-REF-0037,"배터리·에너지·환경 위험 (Battery, energy, and environmental hazards)","피지컬 AI 시스템의 대규모 군집이 배터리·에너지·희토류·화재·폐기·지역 환경 위험을 생성하는 위험. (Large fleets of physical AI systems may create battery, energy, rare-material, fire, disposal, or local environmental risks across their operational lifecycle.)",1,NIST AI Risk Management Framework,NIST AI Risk Management Framework 1.0,https://www.nist.gov/itl/ai-risk-management-framework,2023,NIST,"대규모 로봇 운용은 배터리 화재, 폐기물, 에너지 부담을 키울 수 있다 (Slattery et al., 2024)",battery;energy;environmental;hazards,0,,,,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,high
PHYSBENCH-REF-0103,가정 안전 가드레일 실패 (Real-time household guardrail failure),"실시간 가정 안전 가드가 비안전 행동 실행 전에 embodied 에이전트를 정지·경고·재지시하지 못하는 실패. (A real-time household safety guard fails to stop, warn, or redirect an embodied agent before unsafe action execution.)",1,HomeSafe-Bench: Evaluating Vision-Language Models …,HomeSafe-Bench: Evaluating Vision-Language Models …,https://arxiv.org/pdf/2603.11975,,,"가정 안전 가드레일이 실시간으로 작동하지 않으면 위험 행동을 실행 전에 막지 못한다 (HomeSafe-Bench, 2026)",guardrail;household;real;time,0,,,llm_jailbreak,0,,0,,,,high
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),"자동화 주행 시스템이 인지 실패·계획 오류·소프트웨어 결함·엣지 케이스·상호작용 오류로 충돌 위험을 생성하는 위험. (Automated driving systems may create crash risk through perception failures, planning errors, software defects, edge cases, or unsafe human-machine handoff.)",1,Automated Vehicles for Safety,Automated Vehicles for Safety,https://pmc.ncbi.nlm.nih.gov/articles/PMC8943059/,,,"자율주행 판단 실패는 도로에서 곧바로 충돌 사고로 이어질 수 있다 (Slattery et al., 2024)",autonomous;crash;vehicle,1,vehicle,vehicle,vehicle,1,vehicle,0,,,,ok
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),"자동화 주행 시스템이 인지 실패·계획 오류·소프트웨어 결함·엣지 케이스·상호작용 오류로 충돌 위험을 생성하는 위험. (Automated driving systems may create crash risk through perception failures, planning errors, software defects, edge cases, or unsafe human-machine handoff.)",2,Autonomous vehicle safety: An advanced bag… (2025),Autonomous vehicle safety: An advanced bagging classifier technique for crash injury prediction,https://doi.org/10.1016/j.multra.2025.100189,2025,MULTIMODAL TRANSPORTATION,"자율 이동체의 판단 실패가 충돌 사고로 이어지는 사례다 (Autonomous vehicle safety: An advanced bag…, 2025)",autonomous;crash;vehicle,3,autonomous;crash;vehicle,vehicle,uncertainty;vehicle,1,vehicle,3,autonomous;crash;vehicle,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),"자동화 주행 시스템이 인지 실패·계획 오류·소프트웨어 결함·엣지 케이스·상호작용 오류로 충돌 위험을 생성하는 위험. (Automated driving systems may create crash risk through perception failures, planning errors, software defects, edge cases, or unsafe human-machine handoff.)",3,PhysicalAI Autonomous Vehicles (NVIDIA),PhysicalAI Autonomous Vehicles (NVIDIA),https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicles,,,"대규모 다중센서 AV 안전 벤치마크, 충돌 시나리오 평가 기준 데이터 (PhysicalAI Autonomous Vehicles, HF)",autonomous;crash;vehicle,2,autonomous;vehicle,vehicle,vehicle,1,vehicle,1,autonomous,,,ok
PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),"자동화 주행 시스템이 인지 실패·계획 오류·소프트웨어 결함·엣지 케이스·상호작용 오류로 충돌 위험을 생성하는 위험. (Automated driving systems may create crash risk through perception failures, planning errors, software defects, edge cases, or unsafe human-machine handoff.)",4,Local Path Planning for Off-Road Autonomous Driving With … (2012),Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,https://openalex.org/W2032325911,2012,IEEE Transactions on Intelligent Transportation Systems,"오프로드 자율주행에서 정적 장애물 회피 경로계획을 다뤄, 자율주행차 충돌 위험이 주행 안전의 직접 실패 모드가 된다 (Local Path Planning for Off-Road Autonomous Driving… (2012))",autonomous;crash;vehicle,1,autonomous,vehicle,navigation;vehicle,1,vehicle,1,autonomous,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/curated_top200_access_checked_20260627/physical_ai_safety_risk_ethics_security_top200_access_checked_compact.csv,ok
PHYSCONN-REF-004,제어 루프 데드라인 미달 (Control-loop deadline miss),실시간 제어 루프가 데드라인을 놓쳐 오래된 상태에서 작동이 계산되거나 안전 유지에 너무 늦게 적용되는 위험. (A safety-critical control loop misses its real-time deadline before the robot action is corrected.),1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"제어 루프가 마감 시간을 놓치면 안전 명령이 실제 동작보다 늦어진다 (NIST CPS, 2017)",deadline;loop;miss,0,,,cps;security,0,,0,,,,high
PHYSCONN-REF-006,온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),"디바이스의 연산 또는 메모리 고갈이 안전 임계 인지·계획·모니터링을 저하하거나 중단하는 위험. (On-device compute or memory runs out and degrades safety-relevant perception, planning, or control.)",1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"로봇 내부 연산 자원이 바닥나면 인식, 계획, 제어가 동시에 불안정해진다 (NIST CPS, 2017)",compute;device;exhaustion;memory,0,,,cps;security,0,,0,,,,high
PHYSCONN-REF-008,클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 클라우드 링크 끊어짐 시 적절한 로컬 폴백이 없는 위험. (A robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.),1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"클라우드 의존 기능이 끊기면 현장 로봇이 안전 판단을 잃을 수 있다 (NIST CPS, 2017)",cloud;dependency;offload,0,,,cps;security,0,,0,,,,high
PHYSCONN-REF-008,클라우드 오프로드 의존 실패 (Cloud-offload dependency failure),시스템이 안전 관련 기능을 위한 원격 연산에 의존하고 클라우드 링크 끊어짐 시 적절한 로컬 폴백이 없는 위험. (A robot depends on remote compute for safety-relevant functions and loses that support when the cloud link fails.),2,Cognitive computing and wireless communica… (2020),Cognitive computing and wireless communications on the edge for healthcare service robots,https://doi.org/10.1016/j.comcom.2019.10.012,2020,COMPUTER COMMUNICATIONS,"통신과 네트워크 문제는 로봇 제어 지연과 연결된다 (Cognitive computing and wireless communica…, 2020)",cloud;dependency;offload,1,offload,,collision;medical_care;navigation;uncertainty,0,,0,,,/Users/deep1003/data3/webofscience_ai_global_export/bibtex/physical_ai_risk_cards_20260623/physical_ai_academic_references_20260623.csv,ok
PHYSCONN-REF-009,안전 폴백 실패 (Degraded-mode and safe-fallback failure),"연결 또는 연산이 손실될 때 시스템이 안전한 성능 저하 모드(예: 안전 정지, 감속)로 진입하지 못하는 실패. (A robot lacks a safe degraded mode or fallback when normal operation is impaired.)",1,"NIST Framework for Cyber-Physical Systems, Vol.1 (…","NIST Framework for Cyber-Physical Systems, Vol.1 (…",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-201.pdf,,,"고장 모드에서 안전 폴백이 없으면 로봇이 위험 상태로 남는다 (NIST CPS, 2017)",degraded;fallback;mode,0,,,cps;security,0,,0,,,,high
