source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
,2024,"Multi-Object Tracking Model Based on Detection Tracking Paradigm in
   Panoramic Scenes","Featured Application With the rapid advancements in artificial
   intelligence, Multi-Object Tracking algorithms play a crucial role in
   domains such as intelligent transportation, urban surveillance, and
   wildlife conservation. Investigating these algorithms in panoramic
   scenarios can significantly broaden their applicability, offering
   substantial societal value.Abstract Multi-Object Tracking (MOT)
   technology is dedicated to continuously tracking multiple targets of
   interest in a sequence of images and accurately identifying their
   specific positions at different times. This technology is crucial in key
   application areas such as autonomous driving and security surveillance.
   However, the application process often requires the coordination of
   cameras from multiple angles for tracking. Directly studying
   Multi-Object Tracking algorithms in panoramic scenes is an effective way
   to address this issue. The uniqueness of panoramic scenes causes target
   position changes at the boundaries and tracking difficulties due to
   continuous changes in target scales. To ensure the accuracy of target
   tracking, this study explores a detection-based tracking method using
   the newly improved YOLOx detector and the adjusted DeepSORT algorithm.
   Firstly, YOLOx\_s was chosen as the detector because its simple network
   structure ensures a fast computational speed. During the feature
   extraction stage, we used the Polarized Self-Attention (PSA) mechanism
   to capture more feature information, thereby improving the tracking
   performance on small-scale targets. Secondly, the tracker was improved
   by adding a camera motion compensation module before predicting the
   target's position to mitigate the impact of camera shake on tracking.
   Finally, to address the difficulty of continuously tracking targets in
   specific areas of panoramic scenes, this study proposes specific
   tracking strategies. These strategies effectively resolve the problem of
   tracking failure caused by target position changes at the boundaries.
   Experimental results show that improved algorithms have a superior
   performance on multiple evaluation metrics compared to other algorithms
   in the field. Compared to the original algorithm, the improved algorithm
   exhibits a 6\% increase in the quantitative metric MOTA, a 7\% increase
   in IDF1, and a 40\% decrease in IDSWs, demonstrating its leading
   performance.",APPLIED SCIENCES-BASEL,,Article,10.3390/app14104146,,,,"Shen, Jinfeng and Yang, Hongbo",,6.0,WOS:001232809100001,,,paper,multi object tracking model based on detection tracking paradigm in panoramic scenes,10.3390/app14104146,https://doi.org/10.3390/app14104146,https://doi.org/10.3390/app14104146,147.243,citations=6; year=2024; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app14104146,False,403,https://www.mdpi.com/2076-3417/14/10/4146,text/html,
,2025,"A novel anomaly detection method for multivariate time series based on
   spatial-temporal graph learning","Anomaly detection for multivariate time series is crucial in real-world
   applications, including industrial equipment monitoring and predictive
   maintenance, financial risk management, smart city and traffic
   management, as well as environmental monitoring. However, the
   multivariate time series data exhibit high dimensionality, complex
   spatiotemporal dependencies, and nonlinear interactions between
   variables, making anomaly detection in such data a significant
   challenge. Most existing methods struggle to effectively capture these
   complex nonlinear relationships or explicitly model the spatiotemporal
   dependencies in multivariate time series. To address these limitations,
   we propose a novel approach for multivariate time series anomaly
   detection, called long short-term memory, temporal convolution and graph
   convolution (LTG), which is based on spatial-temporal graph learning.
   LTG uses Correlation Learning (CL) layer to acquire pairwise
   correlations, generating a graph adjacency matrix. This matrix is then
   fed into a Spatiotemporal Graph Neural Network (STGNN), composed of a
   Long Short-Term Memory (LSTM) Network, a Temporal Convolution Network
   (TCN), and a Graph Convolution Network (GCN), to capture the rich
   temporal and spatial dependencies in multivariate time series and
   accurately model these relationships. Finally, a PCA-based anomaly
   scorer is employed to output anomaly scores. Experimental results show
   that on the WADI and SMD datasets, LTG outperforms the state-of-the-art
   multivariate anomaly detection framework correlation-aware
   spatial-temporal graph learning (CST-GL) in both overall detection and
   early detection performance. Notably, on the WADI dataset, LTG's average
   early detection performance across 6 different delay-constrained time
   points exceeds CST-GL by 10.64 percentage points.",JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,,Article,10.1007/s44443-025-00024-3,,,,"Zhang, Jing and Wang, Xin and Yang, Yang and Miao, Honggang and Yang,
   Shun",,9.0,WOS:001489188500001,,,paper,a novel anomaly detection method for multivariate time series based on spatial temporal graph learning,10.1007/s44443-025-00024-3,https://doi.org/10.1007/s44443-025-00024-3,https://doi.org/10.1007/s44443-025-00024-3,147.236,citations=9; year=2025; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s44443-025-00024-3,True,200,https://link.springer.com/article/10.1007/s44443-025-00024-3,text/html; charset=utf-8,
,2025,Symbiotic energy paradigm for self-sustaining aerial robots,"Aerial robots, capable of autonomous flight and task execution, are
   increasingly applied in photography, geo-mapping, surveillance,
   agriculture and logistics fields. As these technologies evolve, the need
   for robust, reliable and self-sustaining aerial robots (SSARs) with
   extended endurance and range becomes more urgent. Integrating
   energy-harvesting technologies in aerial robots is essential to enable
   self-sufficiency by using environmental energy sources. The analysis of
   the design principles of aerial robots and the exploration of energy
   utilization models from nature that offer symbiotic energy design
   concepts are essential for creating compact, versatile and efficient
   SSARs. Here, we discuss the emerging paradigm of environmental
   energy-harvesting and storage technologies and construct system-level
   energy matching and analyse flight energy-saving technologies guided by
   symbiotic energy principles, such as self-sensing, advanced drives,
   dynamic soaring and swarm intelligence. We also address technical
   challenges in the evaluation, design and development processes and
   discuss future directions considering interdisciplinary research in
   artificial intelligence and advanced materials. Central to this Review
   is an emphasis on a symbiotic energy design paradigm that integrates
   bionics, multifunctionality and integration in developing SSARs.",NATURE REVIEWS ELECTRICAL ENGINEERING,,Review,10.1038/s44287-025-00168-4,,,,"Wang, Hao and Kong, Lingji and Fang, Zheng and Zou, Rui and Zhang, Zutao
   and Zhao, Xinyi and Zong, Qianqian and Xie, Zhongqu",,9.0,WOS:001625197200009,,,paper,symbiotic energy paradigm for self sustaining aerial robots,10.1038/s44287-025-00168-4,https://doi.org/10.1038/s44287-025-00168-4,https://doi.org/10.1038/s44287-025-00168-4,147.236,citations=9; year=2025; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1038/s44287-025-00168-4,True,200,https://www.nature.com/articles/s44287-025-00168-4,"text/html; charset=""UTF-8""",
,2024,"Exploration of the creative processes in animals, robots, and AI: who
   holds the authorship?","Picture a simple scenario: a worm, in its modest way, traces a trail of
   paint as it moves across a sheet of paper. Now shift your imagination to
   a more complex scene, where a chimpanzee paints on another sheet of
   paper. A simple question arises: Do you perceive an identical creative
   process in these two animals? Can both of these animals be designated as
   authors of their creation? If only one, which one? This paper delves
   into the complexities of authorship, consciousness, and agency,
   unpacking the nuanced distinctions between such scenarios and exploring
   the underlying principles that define creative authorship across
   different forms of life. It becomes evident that attributing authorship
   to an animal hinges on its intention to create, an aspect intertwined
   with its agency and awareness of the creative act. These concepts are
   far from straightforward, as they traverse the complex landscapes of
   animal ethics and law. But our exploration does not stop there. Now
   imagine a robot, endowed with artificial intelligence, producing music.
   This prompts us to question how we should evaluate and perceive such
   creations. Is the creative process of a machine fundamentally different
   from that of an animal or a human? As we venture further into this realm
   of human-made intelligence, we confront an array of ethical,
   philosophical, and legal quandaries. This paper provides a platform for
   a reflective discussion: ethologists, neuroscientists, philosophers, and
   bioinformaticians converge in a multidisciplinary dialogue. Their
   insights provide valuable perspectives for establishing a foundation
   upon which to discuss the intricate concepts of authorship and
   appropriation concerning artistic works generated by non-human entities.",HUMANITIES \& SOCIAL SCIENCES COMMUNICATIONS,,Review,10.1057/s41599-024-03125-y,,,,"Sueur, Cedric and Lombard, Jessica and Capra, Olivier and Beltzung,
   Benjamin and Pele, Marie",,9.0,WOS:001219691000002,,,paper,exploration of the creative processes in animals robots and ai who holds the authorship,10.1057/s41599-024-03125-y,https://doi.org/10.1057/s41599-024-03125-y,https://doi.org/10.1057/s41599-024-03125-y,147.236,citations=9; year=2024; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1057/s41599-024-03125-y,True,200,https://www.nature.com/articles/s41599-024-03125-y,"text/html; charset=""UTF-8""",
,2024,"Harnessing Artificial Intelligence for Enhanced Renal Analysis:
   Automated Detection of Hydronephrosis and Precise Kidney Segmentation","Background and objective: Hydronephrosis is essential in the diagnosis
   of renal colic. We automated the detection of hydronephrosis from
   ultrasound images to standardize the therapy and reduce the misdiagnosis
   of renal colic. Methods: Anonymously collected ultrasound images of
   human kidneys, both normal and hydronephrotic, were preprocessed for
   neural networks. Six ``state of the art{''}models were trained and
   cross-validated for the detection of hydronephrosis, and two
   convolutional networks were used for kidney segmentation. In the testing
   phase, performance metrics included true positives, true negatives,
   false positives, false negatives, accuracy, and F1 score, while the
   evaluation of the segmentation task involved accuracy, precision, dice,
   jaccard, recall, and ASSD. Key findings and limitations: A total of 523
   sonographic kidney images (423 nonhydronephrotic and 100 hydronephrotic)
   were collected from three different ultrasound devices. After training
   on this dataset, all models were used to evaluate 200 new ultrasound
   kidney images (142 nonhydronephrotic and 58 hydronephrotic kidneys). The
   highest validation accuracy (98.5\%) was achieved by the AlexNet model
   (GoogLeNet 97\%, AlexNet\_v2 96\%, ResNet50 96\%, ResNet101 97.5\%, and
   ResNet152 95\%). The deeplabv3\_resnet50 and deeplabv3\_resnet101
   reached a dice coefficient of 94.74\% and 94.48\%, respectively, on the
   task of automated kidney segmentation. The study is limited by analyzing
   only hydronephrosis, but this specific focus enabled high detection
   accuracy. Conclusions and clinical implications: We show that our
   automated ultrasound deep learning model can be trained and used to
   interpret and segmentate ultrasound images from different sources with
   high accuracy. This method will serve as an automated tool in the
   diagnostic algorithm of acute renal failure in the future.",EUROPEAN UROLOGY OPEN SCIENCE,,Article,10.1016/j.euros.2024.01.017,,,,"Alexa, Radu and Kranz, Jennifer and Kramann, Rafael and Kuppe, Christoph
   and Sanyal, Ritabrata and Hayat, Sikander and Murillo, Luis Felipe Casas
   and Hajili, Turkan and Hoffmann, Marco and Saar, Matthias",,9.0,WOS:001197487300001,,,paper,harnessing artificial intelligence for enhanced renal analysis automated detection of hydronephrosis and precise kidney segmentation,10.1016/j.euros.2024.01.017,https://doi.org/10.1016/j.euros.2024.01.017,https://doi.org/10.1016/j.euros.2024.01.017,147.236,citations=9; year=2024; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.euros.2024.01.017,True,200,https://linkinghub.elsevier.com/retrieve/pii/S2666168324002507,text/html;charset=UTF-8,
,2019,"Adaptive Fuzzy-Based Fault-Tolerant Control of a Continuum Robotic
   System for Maxillary Sinus Surgery","Continuum robots represent a class of highly sensitive,
   multiple-degrees-of-freedom robots that are biologically inspired.
   Because of their flexibility and accuracy, these robots can be used in
   maxillary sinus surgery. The design of an effective procedure with high
   accuracy, reliability, robust fault diagnosis, and fault-tolerant
   control for a surgical robot for the sinus is necessary to maintain the
   high performance and safety necessary for surgery on the maxillary
   sinus. Thus, a robust adaptive hybrid observation method using an
   adaptive, fuzzy auto regressive with exogenous input (ARX) Laguerre
   Takagi-Sugeno (T-S) fuzzy robust feedback linearization observer for a
   surgical robot is presented. To address the issues of system modeling,
   the fuzzy ARX-Laguerre technique is represented. In addition, a T-S
   fuzzy robust feedback linearization observer is applied to a fuzzy
   ARX-Laguerre to improve the accuracy of fault estimation, reliability,
   and robustness for the surgical robot in the presence of uncertainties.
   For fault-tolerant control in the presence of uncertainties and unknown
   conditions, an adaptive fuzzy observation-based feedback linearization
   technique is presented. The effectiveness of the proposed algorithm is
   tested with simulations. Experimental results show that the proposed
   method reduces the average position error from 35 mm to 2.45 mm in the
   presence of faults.",APPLIED SCIENCES-BASEL,,Article,10.3390/app9122490,,,,"Piltan, Farzin and Kim, Cheol-Hong and Kim, Jong-Myon",,9.0,WOS:000473754800099,,,paper,adaptive fuzzy based fault tolerant control of a continuum robotic system for maxillary sinus surgery,10.3390/app9122490,https://doi.org/10.3390/app9122490,https://doi.org/10.3390/app9122490,147.236,citations=9; year=2019; risk_terms=5; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app9122490,False,403,https://www.mdpi.com/2076-3417/9/12/2490,text/html,
,2021,"Review of wheeled mobile robot collision avoidance under unknown
   environment","Recently, the working scenes of the robot have been emerging as
   diversity and complexity with gradually mature of robotic control
   technology. The challenge of robot adaptability emerges, especially in
   complicated and unknown environments. Among the numerous researches on
   improving the adaptability of robots, aiming at avoiding collision
   between robot and external environment, obstacle avoidance has drawn
   much attention. Compared to the global circumvention requiring the
   environmental information that is known, the local obstacle avoidance is
   a promising method due to the environment is possibly dynamic and
   unknown. This study is aimed at making a review of research progress
   about local obstacle avoidance methods for wheeled mobile robots (WMRs)
   under complex unknown environment in the last 20 years. Sensor-based
   obstacle perception and identification is first introduced. Then,
   obstacle avoidance methods related to WMRs' motion control are reviewed,
   mainly including artificial potential field (APF)-based,
   population-involved meta heuristic-based, artificial neural network
   (ANN)-based, fuzzy logic (FL)-based and quadratic optimization-based,
   etc. Next, the relevant research on Unmanned Ground Vehicles (UGVs) is
   surveyed. Finally, conclusion and prospection are given. Appropriate
   obstacle avoidance methods should be chosen based on the specific
   requirements or criterion. For the moment, effective fusion of multiple
   obstacle avoidance methods is becoming a promising method.",SCIENCE PROGRESS,,Review,10.1177/00368504211037771,,,,"Wang, Yong and Li, Xiaoxiao and Zhang, Juan and Li, Shuai and Xu, Zhihao
   and Zhou, Xuefeng",,28.0,WOS:000697994000001,,,paper,review of wheeled mobile robot collision avoidance under unknown environment,10.1177/00368504211037771,https://doi.org/10.1177/00368504211037771,https://doi.org/10.1177/00368504211037771,147.142,citations=28; year=2021; risk_terms=1; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1177/00368504211037771,True,200,https://journals.sagepub.com/doi/10.1177/00368504211037771,text/html;charset=UTF-8,
,2025,"Secure Robotics: Navigating Challenges at the Nexus of Safety, Trust,
   and Cybersecurity in Cyber-Physical Systems","The growing pervasiveness of robotic and embodied artificial
   intelligence systems in daily life and within cyber-physical
   environments highlights a complex web of challenges at the intersection
   of robotic safety, human-to-robot trust, and cybersecurity. This article
   explores these challenges by emphasising the crucial role of security in
   establishing and maintaining trust between humans and robots, which is
   integral to successfully adopting and operating these systems in human
   environments. Safety considerations include mitigating the risks of
   physical harm and environmental damage due to robotic malfunctions or
   cyberattacks, particularly in autonomous robots requiring high built-in
   safety measures. From a cybersecurity perspective, these systems face
   unique challenges due to their complex, interconnected software and
   hardware components that necessitate robust protection against data
   breaches to ensure secure data communication. Additionally, the dynamic
   interaction of these systems with the physical environment adds a layer
   of complexity, which makes the safety, security, and reliability of
   these interactions a vital component of the overall security strategy.
   This article reviews these areas within the cyber-physical systems
   paradigm by focusing on engineering fail-safe mechanisms, the importance
   of trust and ethical responsibility in human-robot interactions, and the
   need for resilient cybersecurity measures. At this nexus, a table of
   crossover challenges illustrates the intricacy of integrating safety,
   trust, and security in robotic systems. This article introduces ``secure
   robotics{''} as a new paradigm to address these collective challenges
   with a novel model to provide a structured methodology for evaluating
   and enhancing robotic system performance that symbolises the convergence
   of theoretical constructs with empirical analysis. By defining secure
   robotics, this article establishes a framework for advancing robotics in
   the cyber-physical era in alignment with current technological trends
   while anticipating future developments. This framework positions secure
   robotics as a key contributor to the evolution of cyber-physical
   systems.",ACM COMPUTING SURVEYS,,Article,10.1145/3723050,,,,"Haskard, Adam and Herath, Damith",,7.0,WOS:001531892600007,,,paper,secure robotics navigating challenges at the nexus of safety trust and cybersecurity in cyber physical systems,10.1145/3723050,https://doi.org/10.1145/3723050,https://doi.org/10.1145/3723050,147.112,citations=7; year=2025; risk_terms=10; physical_terms=4,https://doi.org/10.1145/3723050,True,200,https://dl.acm.org/doi/10.1145/3723050,text/html;charset=UTF-8,
,2024,"Integrating Uncertainty-Aware Human Motion Prediction Into Graph-Based
   Manipulator Motion Planning","There has been a growing utilization of industrial robots as
   complementary collaborators for human workers in remanufacturing sites.
   Such a human-robot collaboration (HRC) aims to assist human workers in
   improving the flexibility and efficiency of labor-intensive tasks. In
   this article, we propose a human-aware motion planning framework for HRC
   to effectively compute collision-free motions for manipulators when
   conducting collaborative tasks with humans. We employ a neural human
   motion prediction model to enable proactive planning for manipulators.
   Particularly, rather than blindly trusting and utilizing predicted human
   trajectories in the manipulator planning, we quantify uncertainties of
   the neural prediction model to further ensure human safety. Moreover, we
   integrate the uncertainty-aware prediction into a graph that captures
   key workspace elements and illustrates their interconnections. Then, a
   graph neural network (GNN) is leveraged to operate on the constructed
   graph. Consequently, robot motion planning considers both the
   dependencies among all the elements in the workspace and the potential
   influence of future movements of human workers. We experimentally
   validate the proposed planning framework using a 6-degree-of-freedom
   manipulator in a shared workspace where a human is performing
   disassembling tasks. The results demonstrate the benefits of our
   approach in terms of improving the smoothness and safety of HRC. A brief
   video introduction of this work is available as the supplemental
   materials.",IEEE-ASME TRANSACTIONS ON MECHATRONICS,,Article,10.1109/TMECH.2024.3402682,,,,"Liu, Wansong and Eltouny, Kareem and Tian, Sibo and Liang, Xiao and
   Zheng, Minghui",,7.0,WOS:001242869700001,,,paper,integrating uncertainty aware human motion prediction into graph based manipulator motion planning,10.1109/tmech.2024.3402682,https://doi.org/10.1109/tmech.2024.3402682,https://doi.org/10.1109/tmech.2024.3402682,147.112,citations=7; year=2024; risk_terms=5; physical_terms=5,https://doi.org/10.1109/tmech.2024.3402682,False,420,https://ieeexplore.ieee.org/document/10550073/,,
,2022,"Distance Assessment by Object Detection-For Visually Impaired Assistive
   Mechatronic System","Techniques for the detection and recognition of objects have experienced
   continuous development over recent years, as their application and
   benefits are so very obvious. Whether they are involved in driving a
   car, environment surveillance and security, or assistive living for
   people with different disabilities, not to mention advanced robotic
   surgery, these techniques are almost indispensable. This article
   presents the research results of a distance assessment using object
   detection and recognition techniques. The first is a new technique based
   on low-cost photo cameras and special sign detection. The second is a
   classic approach based on a LIDAR sensor and an HQ photo camera. Its
   novelty, in this case, consists of the concept and prototype of the
   hardware subsystem for high-precision distance measurement, as well as
   fast and accurate object recognition. The experimentally obtained
   results are used for the motion control strategy (directional inverse
   kinematics) of the robotic arm (virtual prototype) component in special
   assistive devices designed for visually impaired persons. The advantages
   of the original technical solution, experimentally validated by a
   prototype system with modern equipment, are the precision and the short
   time required for the identification and recognition of objects at
   relatively short distances. The research results obtained, in both the
   real and virtual experiments, stand as a basis for the further
   development of the visually impaired mechatronic system prototype using
   additional ultrasonic sensors, stereoscopic or multiple cameras, and the
   implementation of machine-learning models for safety-critical tasks.",APPLIED SCIENCES-BASEL,,Article,10.3390/app12136342,,,,"Dragne, Ciprian and Todirite, Isabela and Iliescu, Mihaiela and
   Pandelea, Marius",,5.0,WOS:000824273000001,,,paper,distance assessment by object detection for visually impaired assistive mechatronic system,10.3390/app12136342,https://doi.org/10.3390/app12136342,https://doi.org/10.3390/app12136342,147.085,citations=5; year=2022; risk_terms=3; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app12136342,False,403,https://www.mdpi.com/2076-3417/12/13/6342,text/html,
,2024,"Event-Based Adaptive Fault Tolerant Control and Collision Avoidance of
   Wheel Mobile Robots With Communication Limits","This article studies the adaptive fault tolerant control (AFTC) and
   collision avoidance problem for wheel mobile robots (WMRs) under
   event-triggered mechanism and communication constraints. The dynamics of
   WMRs and their transformation are considered first. To handle the
   constraint that only part of the robots can access the leader, the
   distributed state estimators are designed. Simultaneously the actuator
   faults and external disturbances are approximated by cerebellar model
   neural network. Then, an event-triggered-based AFTC and collision
   avoidance scheme is developed by utilizing a backstepping control
   technique and artificial potential field. The stability of the
   closed-loop system is proved and Zeno behaviors are excluded. Finally,
   the simulation evaluation and experimentation of three robots is
   implemented to illustrate the superiority of the presented scheme.",IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,,Article,10.1109/TIE.2024.3366213,,,,"Qian, Moshu and Sun, Chenglin and Jiang, Bin and Wang, Ronghao and Shi,
   Jiantao",,32.0,WOS:001181519700001,,,paper,event based adaptive fault tolerant control and collision avoidance of wheel mobile robots with communication limits,10.1109/tie.2024.3366213,https://doi.org/10.1109/tie.2024.3366213,https://doi.org/10.1109/tie.2024.3366213,146.951,citations=32; year=2024; risk_terms=2; physical_terms=4,https://doi.org/10.1109/tie.2024.3366213,False,420,https://ieeexplore.ieee.org/document/10462639/,,
,2024,"Collision Risk Assessment for Intelligent Vehicles Considering
   Multi-Dimensional Uncertainties","To ensure the reliability of autonomous driving, the system must be
   capable of potential hazard identification and appropriate response to
   prevent accidents. This involves the prediction of possible developments
   in traffic situations and an evaluation of the potential danger of
   future scenarios. Precise Collision Risk Assessment (CRA) faces complex
   challenges due to uncertainties inherent in vehicle and road
   environmental conditions. This paper introduces a new CRA approach, the
   Multi-Dimensional Uncertainties-CRA (MDU-CRA), which integrates
   uncertainties related to driver behavior, sensor perception, motion
   prediction models, and road infrastructure into a comprehensive risk
   evaluation framework. The estimation of vehicle state is initiated using
   Extended Kalman Filtering (EKF) to capture uncertainties in sensor
   perception. Concurrently, a probabilistic motion prediction model based
   on Gaussian distributions has been developed, which considers the
   uncertainty in driver behavior. Subsequently, the uncertainty of the
   road structure is modeled using a truncated Gaussian distribution.
   Finally, collision risk is quantified as the future probability of
   collision through heuristic Monte Carlo (MC) sampling. This paper
   presents the results of two experiments Firstly, our proposed method is
   demonstrated to outperform the reference neural network-based method in
   terms of short-term motion prediction accuracy. Secondly, two driving
   scenarios are extracted and reconstructed from the Next Generation
   Simulation (NGSIM) dataset for validation and evaluation, i.e., an
   active lane-change scenario and an emergency braking scenario. In the
   domain of collision risk assessment, our approach consistently
   outperforms other evaluation methods. It exhibits the capability to
   perceive collision risks 2 to 5 seconds in advance, significantly
   reducing the probability of imminent collision incidents.",IEEE ACCESS,,Article,10.1109/ACCESS.2024.3354383,,,,"Gao, Zhenhai and Bao, Mingxi and Cui, Taisong and Shi, Fangyuan and
   Chen, Xianqing and Wen, Wenhao and Gao, Fei and Zhao, Rui",,15.0,WOS:001208864600001,,,paper,collision risk assessment for intelligent vehicles considering multi dimensional uncertainties,10.1109/access.2024.3354383,https://doi.org/10.1109/access.2024.3354383,https://doi.org/10.1109/access.2024.3354383,146.816,citations=15; year=2024; risk_terms=6; physical_terms=2,https://doi.org/10.1109/access.2024.3354383,False,420,https://ieeexplore.ieee.org/document/10400482/,,
,2024,"GAAD: GAN-Enabled Autoencoder for Real-Time Sensor Anomaly Detection and
   Recovery in Autonomous Driving","Autonomous vehicles are an essential component of the intelligent
   transportation system, and their safe operation depends on reliable data
   from their sensors. However, these vehicles are vulnerable to
   cyberattacks and sensor failures that can generate anomalous data and
   potentially result in fatal crashes. Therefore, there is a critical need
   for a real-time anomaly detection and recovery approach to mitigate
   these risks. This study proposes a novel unsupervised/semi-supervised
   machine learning approach, which we refer to as GAN-enabled autoencoder
   for anomaly detection (GAAD). GAAD aims to detect different types of
   anomalies and recover anomaly-free data streams in autonomous driving.
   GAAD incorporates an additional autoencoder module into a generative
   adversarial network (GAN), which enables effective learning of the
   distribution of nonanomalous data. We evaluate GAAD using the Lyft Level
   5 dataset and demonstrate its superior performance compared to
   state-of-the-art benchmark. Our results indicate that GAAD can
   effectively detect anomalies and recover true signals from anomalous
   data, enhancing the safety and reliability of autonomous vehicles.",IEEE SENSORS JOURNAL,,Article,10.1109/JSEN.2024.3361460,,,,"Rezaei, Shahrbanoo and Masoud, Neda and Khojandi, Anahita",,15.0,WOS:001245553300236,,,paper,gaad gan enabled autoencoder for real time sensor anomaly detection and recovery in autonomous driving,10.1109/jsen.2024.3361460,https://doi.org/10.1109/jsen.2024.3361460,https://doi.org/10.1109/jsen.2024.3361460,146.816,citations=15; year=2024; risk_terms=7; physical_terms=2,https://doi.org/10.1109/jsen.2024.3361460,False,420,https://ieeexplore.ieee.org/document/10430114/,,
,2021,"Siamese Neural Network Based Few-Shot Learning for Anomaly Detection in
   Industrial Cyber-Physical Systems","With the increasing population of Industry 4.0, both AI and smart
   techniques have been applied and become hotly discussed topics in
   industrial cyber-physical systems (CPS). Intelligent anomaly detection
   for identifying cyber-physical attacks to guarantee the work efficiency
   and safety is still a challenging issue, especially when dealing with
   few labeled data for cyber-physical security protection. In this
   article, we propose a few-shot learning model with Siamese convolutional
   neural network (FSL-SCNN), to alleviate the over-fitting issue and
   enhance the accuracy for intelligent anomaly detection in industrial
   CPS. A Siamese CNN encoding network is constructed to measure distances
   of input samples based on their optimized feature representations. A
   robust cost function design including three specific losses is then
   proposed to enhance the efficiency of training process. An intelligent
   anomaly detection algorithm is developed finally. Experiment results
   based on a fully labeled public dataset and a few labeled dataset
   demonstrate that our proposed FSL-SCNN can significantly improve false
   alarm rate (FAR) and F1 scores when detecting intrusion signals for
   industrial CPS security protection.",IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,,Article,10.1109/TII.2020.3047675,,,,"Zhou, Xiaokang and Liang, Wei and Shimizu, Shohei and Ma, Jianhua and
   Jin, Qun",,277.0,WOS:000647406400065,,,paper,siamese neural network based few shot learning for anomaly detection in industrial cyber physical systems,10.1109/tii.2020.3047675,https://doi.org/10.1109/tii.2020.3047675,https://doi.org/10.1109/tii.2020.3047675,146.787,citations=277; year=2021; risk_terms=5; physical_terms=2,https://doi.org/10.1109/tii.2020.3047675,False,420,https://ieeexplore.ieee.org/document/9311786/,,
,2023,"A mixed perception-based human-robot collaborative maintenance approach
   driven by augmented reality and online deep reinforcement learning","Owing to the fact that the number and complexity of machines is
   increasing in Industry 4.0, the maintenance process is more
   time-consuming and labor-intensive, which contains plenty of refined
   maintenance operations. Fortunately, human-robot collaboration (HRC) can
   integrate human intelligence into the collaborative robot (cobot), which
   can realize not merely the nimble and sapiential maintenance operations
   of personnel but also the reliable and repeated maintenance manipulation
   of cobots. However, the existing HRC maintenance lacks the precise
   understand of the maintenance intention, the efficient HRC
   decision-making for executing robotized maintenance tasks (e.g.,
   repetitive manual tasks) and the convenient interaction interface for
   executing cognitive tasks (e.g., maintenance preparation and guidance
   job). Hence, a mixed perception-based human-robot collab-orative
   maintenance approach consisting of three-hierarchy structures is
   proposed in this paper, which can help reduce the severity of the
   mentioned problems. In the first stage, a mixed perception module is
   proposed to help the cobot recognize human safety and maintenance
   request according to human actions and gestures separately. During the
   second stage, an improved online deep reinforcement learning
   (DRL)-enabled decision-making module with the asynchronous structure and
   the function of anti-disturbance is proposed in this paper, which can
   realize the execution of robotized maintenance tasks. In the third
   stage, an augmented reality-assisted (AR) user-friendly interaction
   interface is designed to help the personnel interact with the cobot and
   execute the auxiliary maintenance task without the limitation of spatial
   and human factors. In addition, the auxiliary of maintenance operation
   can also be supported by the AR-assisted visible guidance. Finally,
   comparative nu-merical experiments are implemented in a typical
   machining workshop, and the experimental results show a competitive
   performance of the proposed HRC maintenance approach compared with other
   state-of-the-art methods.",ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,,Article,10.1016/j.rcim.2023.102568,,,,"Liu, Changchun and Zhang, Zequn and Tang, Dunbing and Nie, Qingwei and
   Zhang, Linqi and Song, Jiaye",,34.0,WOS:000967973200001,,,paper,a mixed perception based human robot collaborative maintenance approach driven by augmented reality and online deep reinforcement learning,10.1016/j.rcim.2023.102568,https://doi.org/10.1016/j.rcim.2023.102568,https://doi.org/10.1016/j.rcim.2023.102568,146.775,citations=34; year=2023; risk_terms=3; physical_terms=5,https://doi.org/10.1016/j.rcim.2023.102568,True,200,https://linkinghub.elsevier.com/retrieve/pii/S0736584523000443,text/html;charset=UTF-8,
