rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
143,,2022,"A Survey of Robot Learning Strategies for Human-Robot Collaboration in
   Industrial Settings","Increased global competition has placed a premium on customer
   satisfaction, and there is a greater demand for manufacturers to be
   flexible with their products and services. This challenge is usually
   addressed with the introduction of human operators for precise tasks
   that require dexterity, flexibility and cognitive decision making. On
   the other hand, robots, through automation, are very effective in
   carrying out repetitive, nonergonomic tasks. Owing to the complementary
   nature of robots' and humans' capabilities, there is an increased
   interest towards a shared workspace for humans and robots to work
   together collaboratively, forming the motivation behind the field of
   human-robot collaboration (HRC). Research in HRC in industry is
   concerned with the safety of the humans and robots, extent, and modes of
   collaboration among them, and the level of autonomy and adaptability of
   robots that can be trained for different tasks. This paper introduces a
   novel taxonomy of levels of interaction between humans and robots along
   the lines of SAEs guidelines for autonomous vehicles in response to a
   need for standard definitions and evolving nature of the field. Research
   into modes of communication for HRC driven by machine learning are
   reviewed followed by broad definitions of the types of machine learning.
   The authors also present a comprehensive review of the machine learning
   (ML) methodologies and industrial applications of the same in the
   context of adaptable collaborative robots.",ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,,Article,10.1016/j.rcim.2021.102231,,,,"Mukherjee, Debasmita and Gupta, Kashish and Chang, Li Hsin and Najjaran,
   Homayoun",,264.0,WOS:000709125700008,,,paper,a survey of robot learning strategies for human robot collaboration in industrial settings,10.1016/j.rcim.2021.102231,https://doi.org/10.1016/j.rcim.2021.102231,https://doi.org/10.1016/j.rcim.2021.102231,163.116,citations=264; year=2022; risk_terms=2; physical_terms=6,https://doi.org/10.1016/j.rcim.2021.102231,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0736584521001137,text/html;charset=UTF-8,
144,,2025,Progressive DNN-metaheuristics for programmable broadband mechanical metamaterial absorbers design,"• Progressive DNN-Metaheuristics for broadband mechanical metamaterial absorber design. • Programmable designs in EMW bands, stiffness and density for various applications. • Once trained, surrogates adapt to on-demand objectives without offline reprocessing. • Consistency (<4%) between experiment, simulation and prediction for optimal designs. The rapid advancement of industrial and military mobility platforms necessitates lightweight yet load-bearing metamaterials capable of absorbing electromagnetic waves (EMWs) within target operating bands. However, co-optimizing broadband EMW absorption and mechanical robustness remains a formidable challenge, especially under demanding performance and design requirements, such as those for stealth drones and electronic device enclosures, underscoring the need for a more intelligent exploration of design variables. Herein, we present a new programmable framework for designing broadband mechanical metamaterial absorbers (BMMAs) that combines progressive sampling-based neural networks (NNs) and metaheuristic optimization, overcoming the limitations of conventional single-focus approaches. The proposed method efficiently navigates a mixed-variable design space, enabling rapid and precise performance predictions at a minimal computational cost. The effectiveness of this framework is demonstrated by successfully identifying the optimal BMMA, which employs an octet-truss structure that satisfies specific broadband frequencies spanning 5.8–18 GHz and mechanical stiffness constraints for target performance ranges. The optimal BMMA achieves an average EMW absorption of 95% with a full effective absorption bandwidth (≥90% absorption), and the experimentally observed absorption spectra closely match the simulations and NN predictions, with deviations of less than 4%. These findings highlight the promise of integrating NN-based metaheuristic optimization with additive manufacturing to engineer multifunctional metamaterials tailored for applications in electronics, communications, and aerospace. Furthermore, this comprehensive design strategy emphasizes the significant potential of advanced computational techniques for efficiently solving complex engineering problems.",International Journal of Mechanical Sciences,Elsevier BV,article,10.1016/j.ijmecsci.2025.110297,https://openalex.org/W4409628360,https://doi.org/10.1016/j.ijmecsci.2025.110297,,"['Tae Sun Park', 'Dowon Noh', 'Jeongwoo Lee', 'Jieun Park', 'Hwanju Lim', 'Jinwoo Park', 'Wonjoon Choi', 'Gunwoo Noh']",Tae Sun Park,14.0,https://openalex.org/W4409628360,drone,Machine Learning for Wireless Communications,paper,progressive dnn metaheuristics for programmable broadband mechanical metamaterial absorbers design,10.1016/j.ijmecsci.2025.110297,https://doi.org/10.1016/j.ijmecsci.2025.110297,https://doi.org/10.1016/j.ijmecsci.2025.110297,162.913,citations=14; year=2025; risk_terms=1; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.ijmecsci.2025.110297,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0020740325003832,text/html;charset=UTF-8,
145,,2024,Owning Decisions: AI Decision-Support and the Attributability-Gap,"Artificial intelligence (AI) has long been recognised as a challenge to
   responsibility. Much of this discourse has been framed around robots,
   such as autonomous weapons or self-driving cars, where we arguably lack
   control over a machine's behaviour and therefore struggle to identify an
   agent that can be held accountable. However, most of today's AI is based
   on machine-learning technology that does not act on its own, but rather
   serves as a decision-support tool, automatically analysing data to help
   human agents make better decisions. I argue that decision-support tools
   pose a challenge to responsibility that goes beyond the familiar problem
   of finding someone to blame or punish for the behaviour of agent-like
   systems. Namely, they pose a problem for what we might call ``decision
   ownership{''}: they make it difficult to identify human agents to whom
   we can attribute value-judgements that are reflected in decisions.
   Drawing on recent philosophical literature on responsibility and its
   various facets, I argue that this is primarily a problem of
   attributability rather than of accountability. This particular
   responsibility problem comes in different forms and degrees, most
   obviously when an AI provides direct recommendations for actions, but
   also, less obviously, when it provides mere descriptive information on
   the basis of which a decision is made.",SCIENCE AND ENGINEERING ETHICS,,Article,10.1007/s11948-024-00485-1,,,,"Zeiser, Jannik",,14.0,WOS:001249552500001,,,paper,owning decisions ai decision support and the attributability gap,10.1007/s11948-024-00485-1,https://doi.org/10.1007/s11948-024-00485-1,https://doi.org/10.1007/s11948-024-00485-1,162.913,citations=14; year=2024; risk_terms=2; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11948-024-00485-1,True,200.0,https://link.springer.com/article/10.1007/s11948-024-00485-1,text/html; charset=utf-8,
146,,2023,Adaptive Fixed-Time Optimal Formation Control for Uncertain Nonlinear Multiagent Systems Using Reinforcement Learning,"This article explores the application of reinforcement learning (RL) strategy to achieve an adaptive fixed-time (FxT) optimized formation control of uncertain nonlinear multiagent systems. The primary obstacle in this process is the difficulty in attaining FxT stability under the actor-critic setting due to intermediate estimation errors and generic system uncertainties. To overcome these challenges, the RL control algorithm is implemented using an identifier-actor-critic structure, where the identifier is utilized to address the system uncertainty involving unknown nonlinear dynamics and external disturbances. Furthermore, a novel quadratic function is introduced to establish the boundedness of the estimation error of the actor-critic learning law, which plays a pivotal role in the FxT stability analysis. Finally, a unified FxT optimized formation control strategy is developed, which guarantees the realization of the predetermined formation at a fixed time while optimizing the given performance measure. The effectiveness of the proposed control algorithm is verified through simulation of a team of marine surface vessels.",IEEE Transactions on Network Science and Engineering,Institute of Electrical and Electronics Engineers,article,10.1109/tnse.2023.3330266,https://openalex.org/W4388430661,https://doi.org/10.1109/tnse.2023.3330266,,"['Ping Wang', 'Chengpu Yu', 'Maolong Lv', 'Jinde Cao']",Ping Wang,66.0,https://openalex.org/W4388430661,control | physical | reinforcement learning,,paper,adaptive fixed time optimal formation control for uncertain nonlinear multiagent systems using reinforcement learning,10.1109/tnse.2023.3330266,https://doi.org/10.1109/tnse.2023.3330266,https://doi.org/10.1109/tnse.2023.3330266,162.866,citations=66; year=2023; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tnse.2023.3330266,True,202.0,https://ieeexplore.ieee.org/document/10309212/,text/html; charset=UTF-8,
147,,2023,Semi-universal geo-crack detection by machine learning,"Introduction: Cracks are a key feature that determines the structural
   integrity of rocks, and their angular distribution can be used to
   determine the local or regional stress patterns. The temporal growth of
   cracks can be monitored in order to predict impending failures of
   materials or structures such as a weakened dam. Thus, cracks and their
   spatial-temporal distributions should be automatically monitored for
   assessing their structural integrity, the associated stress patterns and
   their potential for failure.Method: We show that the U-Net convolutional
   neural network, semantic segmentation and transfer learning can be used
   to accurately detect cracks in drone photos of sedimentary massifs. In
   this case, the crack distributions are used to assess the safest areas
   for tunnel excavation. Compared to the coarse performance of ridge
   detection, the U-Net accuracy in identifying cracks in images can be as
   high as 98\% when evaluated against human identification, which is
   sufficient for assessing the general crack properties of the rock faces
   for the engineering project.Result: Based on approximately 100 h of
   manual cracks labeling in 127 drone photos and 20 h of network training,
   the U-Net was able to successfully detect cracks in 23,845
   high-resolution photographs in less than 22 h using two Nvidia V100
   GPUs. Meanwhile, the network was able to detect more than 80\% of the
   observable cracks of a volcanic outcrop in Idaho without additional
   training. With a modest amount of extra labeling on photos of the
   volcanic outcrop and transfer training, we found that the accuracy
   significantly improved. The surprising outcome of this research is that
   the U-Net crack detector laboriously trained on photos of sedimentary
   rocks can also be effectively applied to photos of volcanic rock faces.
   This can be important for real-time assessment of geological hazards and
   lithology information for dam inspection and planetary exploration by
   autonomous vehicles. For another application, we accurately detected
   fractures and faults with a scale of tens of kilometers from Martian
   photographs.Conclusions: In summary, our methodology of using CNN with
   transfer training suggests that it can be used as a semi-universal
   detector of cracks in across a range of diverse geological settings.",FRONTIERS IN EARTH SCIENCE,,Article,10.3389/feart.2023.1073211,,,,"Shi, Yongxiang and Ballesio, Marco and Johansen, Kasper and Trentman,
   Daniel and Huang, Yunsong and McCabe, Matthew F. and Bruhn, Ronald and
   Schuster, Gerard",,15.0,WOS:000959576800001,,,paper,semi universal geo crack detection by machine learning,10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,https://doi.org/10.3389/feart.2023.1073211,162.816,citations=15; year=2023; risk_terms=4; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.3389/feart.2023.1073211,True,200.0,https://www.frontiersin.org/journals/earth-science/articles/10.3389/feart.2023.1073211/full,text/html;charset=utf-8,
148,,2020,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,"Advances in information and signal processing technologies have a significant impact on autonomous driving (AD), improving driving safety while minimizing the efforts of human drivers with the help of advanced artificial intelligence (AI) techniques. Recently, deep learning (DL) approaches have solved several real-world problems of complex nature. However, their strengths in terms of control processes for AD have not been deeply investigated and highlighted yet. This survey highlights the power of DL architectures in terms of reliability and efficient real-time performance and overviews state-of-the-art strategies for safe AD, with their major achievements and limitations. Furthermore, it covers major embodiments of DL along the AD pipeline including measurement, analysis, and execution, with a focus on road, lane, vehicle, pedestrian, drowsiness detection, collision avoidance, and traffic sign detection through sensing and vision-based DL methods. In addition, we discuss on the performance of several reviewed methods by using different evaluation metrics, with critics on their pros and cons. Finally, this survey highlights the current issues of safe DL-based AD with a prospect of recommendations for future research, rounding up a reference material for newcomers and researchers willing to join this vibrant area of Intelligent Transportation Systems.",IEEE Transactions on Intelligent Transportation Systems,Institute of Electrical and Electronics Engineers,article,10.1109/tits.2020.3032227,https://openalex.org/W3112288498,https://doi.org/10.1109/tits.2020.3032227,,"['Khan Muhammad', 'Amin Ullah', 'Jaime Lloret', 'Javier Del Ser', 'Victor Hugo C. de Albuquerque']",Khan Muhammad,609.0,https://openalex.org/W3112288498,autonomous driving | autonomous system | autonomous systems | autonomous vehicle | autonomous vehicles | robot | robotic | robotics,Autonomous Vehicles,paper,deep learning for safe autonomous driving current challenges and future directions,10.1109/tits.2020.3032227,https://doi.org/10.1109/tits.2020.3032227,https://doi.org/10.1109/tits.2020.3032227,162.788,citations=609; year=2020; risk_terms=4; physical_terms=4,https://doi.org/10.1109/tits.2020.3032227,True,202.0,https://ieeexplore.ieee.org/document/9284628/,text/html; charset=UTF-8,
149,,2025,"Socially Acceptable Bipedal Robot Navigation via Social Zonotope Network
   Model Predictive Control","This study addresses the challenge of social bipedal navigation in a
   dynamic, human-crowded environment, a research area largely
   underexplored in legged robot navigation. We present a zonotope-based
   framework that couples prediction and motion planning for a bipedal
   ego-agent to account for bidirectional influence with the surrounding
   pedestrians. This framework incorporates a Social Zonotope Network
   (SZN), a neural network that predicts future pedestrian reachable sets
   and plans future socially acceptable reachable set for the ego-agent.
   SZN generates the reachable sets as zonotopes for efficient
   reachability-based planning, collision checking, and online uncertainty
   parameterization. Locomotion-specific losses are added to the SZN
   training process to adhere to the dynamic limits of the bipedal robot
   that are not explicitly present in the human crowds data set. These loss
   functions enable the SZN to generate locomotion paths that are more
   dynamically feasible for improved tracking. SZN is integrated with a
   Model Predictive Controller (SZN-MPC) for footstep planning for our
   bipedal robot Digit. SZN-MPC solves for collision-free trajectory by
   optimizing through SZN's gradients. Our results demonstrate the
   framework's effectiveness in producing a socially acceptable path, with
   consistent locomotion velocity, and optimality. The SZN-MPC framework is
   validated with extensive simulations and hardware experiments. Note to
   Practitioners-This paper is motivated by the challenge of navigating
   bipedal robots through dynamic, human-crowded environments in a socially
   acceptable manner. Existing methods for social navigation often only
   address obstacle avoidance and are demonstrated on a robot with simple
   dynamics. This paper proposes the Social Zonotope Network (SZN), a novel
   neural network that couples pedestrian future trajectory prediction and
   robot motion planning to facilitate socially aware navigation for
   bipedal robots such as Digit, designed by Agility Robotics. The social
   behaviors are learned from real open-sourced pedestrian data using the
   SZN, which outputs the future predictions as reachable sets for each
   agent in the environment. The SZN is then integrated into a trajectory
   optimization problem that takes into account personal space preferences
   and bipedal robot capabilities to design trajectories that are both
   collision-free and socially acceptable. This work also highlights the
   computational efficiency of the SZN design that makes it suitable for
   real-time integration with motion planners. The framework is validated
   through extensive simulations and hardware experiments. From a practical
   standpoint, this research provides a framework that can be applied to
   bipedal robots to improve automation in human-populated environments
   such as hospitals, shopping centers, and airports. The framework's
   ability to automatically adapt to surrounding human movement helps
   minimize disruptions and ensures that the robot's presence is not a
   hindrance to the flow of human traffic. Future work will focus on
   outdoor deployment, which will require onboard perception capabilities
   to detect surrounding pedestrians.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2024.3519012,,,,"Shamsah, Abdulaziz and Agarwal, Krishanu and Katta, Nigam and Raju,
   Abirath and Kousik, Shreyas and Zhao, Ye",,4.0,WOS:001381481000001,,,paper,socially acceptable bipedal robot navigation via social zonotope network model predictive control,10.1109/tase.2024.3519012,https://doi.org/10.1109/tase.2024.3519012,https://doi.org/10.1109/tase.2024.3519012,162.532,citations=4; year=2025; risk_terms=2; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2024.3519012,True,202.0,https://ieeexplore.ieee.org/document/10810741/,text/html; charset=UTF-8,
150,,2025,"AI and automation: democratizing automation and the evolution towards
   true AI-autonomous robotics","The integration of artificial intelligence (AI) and robotics is
   fundamentally transforming the landscape of chemical and materials
   research, enabling the rise of autonomous laboratories capable of
   conducting high-throughput, data-driven experimentation with minimal
   human intervention. The current state, challenges, and future directions
   of AI-driven automation in the laboratory are explored, emphasizing the
   technical, ethical, and cultural shifts required to support this
   paradigm. Efforts to democratize access to laboratory automation via
   open-source hardware, modular systems, and digitial fabrication are
   highlighted, showcasing methods of innovation for smaller research
   groups that conduct research alongside well-funded institutions.
   Concurrently, the need for robust safety systems, validation protocols,
   and interdisciplinary collaboration are stressed to ensure reliability,
   transparency, and inclusivity. Beyond technical capability, the
   emergence of AI systems capable of hypothesis generation and scientific
   reasoning raises critical questions about the evolving nature of
   creativity, intuition, and authorship in science. Rather than replacing
   human researchers, an argument is made for a model of collaborative
   intelligence- where humans and machines co-create knowledge, each
   contributing distinct strengths. This perspective proposes that the
   future of research lies not only in smarter tools but in the development
   of smarter, ethically grounded systems that amplify human insight and
   redefine the very practice of science in the 21st century.",CHEMICAL SCIENCE,,Review,10.1039/d5sc03183d,,,,"Takahashi, Lauren and Kuwahara, Mikael and Takahashi, Keisuke",,4.0,WOS:001546634000001,,,paper,ai and automation democratizing automation and the evolution towards true ai autonomous robotics,10.1039/d5sc03183d,https://doi.org/10.1039/d5sc03183d,https://doi.org/10.1039/d5sc03183d,162.532,citations=4; year=2025; risk_terms=5; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1039/d5sc03183d,True,200.0,https://pubs.rsc.org/en/content/articlelanding/2025/sc/d5sc03183d,text/html; charset=utf-8,
151,,2025,"AI Enabled Automatic Mobile Robot Intelligent Navigation in Construction
   With Obstacle Awareness","In the construction industry, the integration of artificial intelligence
   (AI) and robotics has led to significant advancements in automating
   various tasks. One critical aspect is the intelligent navigation of
   automatic mobile robot (AMR) within construction sites, where dynamic
   environments pose challenges such as inaccurate robot state estimation,
   irregular and textureless obstacle detection. To solve these issues,
   this paper designs an AI enabled obstacle-aware AMR intelligent
   navigation approach while ensuring robot safety and efficiency.
   Specifically, the robot is equipped with the complementary RGB camera,
   inertial measurement unit (IMU) and wheel encoder to estimate the states
   (i.e., positions, orientations and velocities), which have been tightly
   fused in the optimization framework. Furthermore, the RGB-Depth images
   are jointly fed into the AI model. It combines of Mask-RCNN and
   multi-scale attention network, to detect and segment the obstacles, and
   estimate the corresponding relative depth. It should be noted that the
   system incorporates obstacle awareness mechanisms to dynamically switch
   the robot's velocities in response to obstacles in the environment,
   ensuring smooth and collision-free movement. Experimental results
   demonstrate the effectiveness and robustness of the proposed AI-enabled
   navigation system in real-world construction scenarios, showcasing its
   potential to enhance productivity and safety in construction automation.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3558498,,,,"Zhang, Yinlong and Liu, Yuanhao and Cui, Yunge and Zeng, Ziming and
   Liang, Wei",,4.0,WOS:001600712200008,,,paper,ai enabled automatic mobile robot intelligent navigation in construction with obstacle awareness,10.1109/tase.2025.3558498,https://doi.org/10.1109/tase.2025.3558498,https://doi.org/10.1109/tase.2025.3558498,162.532,citations=4; year=2025; risk_terms=4; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3558498,True,202.0,https://ieeexplore.ieee.org/document/10955263/,text/html; charset=UTF-8,
152,,2024,Explainable AI for Cyber-Physical Systems: Issues and Challenges,"Artificial intelligence and cyber-physical systems (CPS) are two of the
   key technologies of the future that are enabling major global shifts.
   However, most of the current implementations of AI in CPS are not
   explainable, which creates serious problems in ethical, legal,
   regulatory, and other domains. Therefore, it is necessary for
   explainable artificial intelligence (XAI) to be integrated with
   cyber-physical systems to meet the vital needs for control, fairness,
   accountability, safety, cyber-resilience, and cybersecurity. The goal of
   this review is to demonstrate the need, benefits, challenges, and
   implementation of XAI for CPS. We review the existing literature about
   XAI and CPS, discuss the current state of the art, examine applications
   in different domains, and make recommendations for future research
   directions. To the best of our knowledge, this is the first
   peer-reviewed academic article to provide a comprehensive review of
   general XAI for CPS. We also contribute new research ideas including
   development of multisensory explanations and outputs for these systems,
   application of XAI to CPS to decrease occupational burnout and increase
   employee engagement, and enumeration of the multidisciplinary goals and
   benefits of XAI as applied to cyber-physical systems.",IEEE ACCESS,,Article,10.1109/ACCESS.2024.3395444,,,,"Hoenig, Amber and Roy, Kaushik and Acquaah, Yaa Takyiwaa and Yi, Sun and
   Desai, Salil S.",,33.0,WOS:001237404900001,,,paper,explainable ai for cyber physical systems issues and challenges,10.1109/access.2024.3395444,https://doi.org/10.1109/access.2024.3395444,https://doi.org/10.1109/access.2024.3395444,162.369,citations=33; year=2024; risk_terms=6; physical_terms=3,https://doi.org/10.1109/access.2024.3395444,True,202.0,https://ieeexplore.ieee.org/document/10516690/,text/html; charset=UTF-8,
153,,2022,Perceived safety in physical human-robot interaction-A survey,"This review paper focuses on different aspects of perceived safety for a
   number of autonomous physical systems. This is a major aspect of
   robotics research, as more and more applications allow humans and
   autonomous systems to share their space, with crucial implications both
   on safety and on its perception. The alternative terms used to express
   related concepts (e.g., psychological safety, trust, comfort, stress,
   fear, and anxiety) are listed and explained. Then, the available methods
   to assess perceived safety (i.e., questionnaires, physiological
   measurements, behavioral assessment, and direct input devices) are
   described. Six categories of autonomous systems are considered
   (industrial polyarticulated manipulators, indoor mobile robots, mobile
   manipulators, humanoid robots, drones, and autonomous vehicles),
   providing an overview of the main themes related to perceived safety in
   the specific domain, a description of selected works, and an analysis of
   how motion and characteristics of the system influence the perception of
   safety. The survey also discusses experimental duration and location of
   the reviewed papers, and the connection between perceived safety and
   safety standards. (C) 2022 Elsevier B.V. All rights reserved.",ROBOTICS AND AUTONOMOUS SYSTEMS,,Article,10.1016/j.robot.2022.104047,,,,"Rubagotti, Matteo and Tusseyeva, Inara and Baltabayeva, Sara and
   Summers, Danna and Sandygulova, Anara",,121.0,WOS:000820361300010,,,paper,perceived safety in physical human robot interaction a survey,10.1016/j.robot.2022.104047,https://doi.org/10.1016/j.robot.2022.104047,https://doi.org/10.1016/j.robot.2022.104047,162.256,citations=121; year=2022; risk_terms=4; physical_terms=8,https://doi.org/10.1016/j.robot.2022.104047,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0921889022000173,text/html;charset=UTF-8,
154,,2025,"Estimated Informed Anytime Search for Sampling-Based Planning via
   Adaptive Sampler","Path planning in robotics often involves solving continuously valued,
   high-dimensional problems. Popular informed approaches include
   graph-based searches, such as A{*}, and sampling-based methods, such as
   Informed RRT{*}, which utilize informed set and anytime strategies to
   expedite path optimization incrementally. Informed sampling-based
   planners define informed sets as subsets of the problem domain based on
   the current best solution cost. However, when no solution is found,
   these planners re-sample and explore the entire configuration space,
   which is time-consuming and computationally expensive. This article
   introduces Multi-Informed Trees (MIT{*}), a novel planner that
   constructs estimated informed sets based on prior admissible solution
   costs before finding the initial solution, thereby accelerating the
   initial convergence rate. Moreover, MIT{*} employs an adaptive sampler
   that dynamically adjusts the sampling strategy based on the exploration
   process. Furthermore, MIT{*} utilizes length-related adaptive sparse
   collision checks to guide lazy reverse search. These features enhance
   path cost efficiency and computation times while ensuring high success
   rates in confined scenarios. Through a series of simulations and
   real-world experiments, it is confirmed that MIT{*} outperforms existing
   single-query, sampling-based planners for problems in
   \$\textbackslash{}mathbb \{R\}<\^{}>\{4\}\$ to \$\textbackslash{}mathbb
   \{R\}<\^{}>\{16\}\$ and has been successfully applied to real-world
   robot manipulation tasks. A video showcasing our experimental results is
   available at: https://youtu.be/30RsBIdexTU Note to Practitioners-The
   motivation for this work stems from the challenges faced by existing
   informed path planners in high-dimensional, continuously valued
   environments, particularly when an initial feasible solution is
   difficult to find. Traditional asymmetric bidirectional planners rely on
   the best current solution to define problem subsets. When a lazy path
   has been found through lazy reverse search, these planners tend to
   re-sample and explore the entire problem space, which could hinder the
   path planning process. Our proposed MIT{*} algorithm addresses this
   issue by constructing an estimated informed set based on prior
   admissible solution costs before finding the initial solution. This
   estimated set helps to narrow the search area, thereby accelerating the
   initial convergence rate. MIT{*} also integrates an adaptive sampling
   strategy that dynamically adjusts based on the ongoing exploration
   process, enhancing the planner's ability to efficiently navigate through
   challenging spaces. Furthermore, MIT{*} employs adaptive sparse
   collision checks, which guide the lazy reverse search that balances
   computational efficiency with accuracy in pathfinding. The proposed
   algorithm can be applied to industrial robots, humanoid robots, or
   service robots to achieve efficient path planning.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3590084,,,,"Zhang, Liding and Cai, Kuanqi and Zhang, Yu and Bing, Zhenshan and Wang,
   Chaoqun and Wu, Fan and Haddadin, Sami and Knoll, Alois",,6.0,WOS:001534494100020,,,paper,estimated informed anytime search for sampling based planning via adaptive sampler,10.1109/tase.2025.3590084,https://doi.org/10.1109/tase.2025.3590084,https://doi.org/10.1109/tase.2025.3590084,162.243,citations=6; year=2025; risk_terms=1; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3590084,True,202.0,https://ieeexplore.ieee.org/document/11083625/,text/html; charset=UTF-8,
155,,2025,"Attack-Defense Game of Heterogeneous Multi-Agent Systems Under Actuator
   Faults","This paper investigates N versus N attack-defense game problem of
   heterogeneous nonlinear multi-agent systems under the condition of
   actuator faults on the defensive side. Specifically, N attackers need to
   approach the target area as closely as possible in order to attack it,
   while N defenders need to approach the attackers as closely as possible
   and intercept them. We decompose this problem into two N-player
   nonzero-sum game problems. Based on differential game method, the
   optimal attacking game strategies for the attackers are first presented.
   Then, considering that the defenders contains actuator faults, this
   paper designs a fault observer for each defending agent based on
   adaptive estimation theory to estimate unknown actuator fault and
   proposes a novel optimal defense game strategy applicable for actuator
   fault. To address the problem that it is difficult to directly solve the
   optimal control strategies in nonlinear systems, we propose an online
   learning algorithm based on adaptive dynamic programming to obtain
   approximate solutions for the optimal cost functions and the optimal
   control strategies. The effectiveness of the proposed method is verified
   through theoretical analysis and simulation examples. Note to
   Practitioners-The problem of attack-defense confrontation for
   multi-agent systems has a broad practical background, such as resource
   competition, missile interception, and base defense, etc. By introducing
   game theory, complex attack-defense confrontation problems for
   multi-agent systems can be clearly formulated. However, most studies on
   attack-defense game confrontation are still limited to a small number of
   intelligent agents. Additionally, actuator faults with frequent and
   great harm pose significant challenges to the safe and stable operation
   of multi-agent systems in complex and changeable practical applications.
   Especially in the attack-defense confrontation scenario, actuator faults
   may be caused not only by the system's own physical faults but also by
   the malicious attacks from attackers. Based on the above considerations,
   this paper studies the N versus N attack-defense game problem of
   heterogeneous nonlinear multi-agent systems when the defenders have
   actuator faults. The proposed control scheme not only ensures the smooth
   implementation of interception tasks for the defenders with actuator
   faults, but also significantly saves time and control input energy
   compared with the traditional formation tracking control method without
   actuator faults. It is hoped that this paper can provide some
   inspiration for the attack-defense confrontation problem of multi-agent
   systems under actuator faults.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3559704,,,,"Li, Yadong and Hu, Bin and Li, Tao and Guan, Zhi-Hong",,6.0,WOS:001483760900002,,,paper,attack defense game of heterogeneous multi agent systems under actuator faults,10.1109/tase.2025.3559704,https://doi.org/10.1109/tase.2025.3559704,https://doi.org/10.1109/tase.2025.3559704,162.243,citations=6; year=2025; risk_terms=4; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3559704,True,202.0,https://ieeexplore.ieee.org/document/10962184/,text/html; charset=UTF-8,
156,,2024,"Biomimetic tapered soft manipulator with precision and load-bearing
   capacity","Designing a soft manipulator that effectively serves human applications
   presents significant challenges, especially in motion robustness and
   accuracy. The elephant trunk, with its flexibility, strong load-bearing
   capacity, and dexterous yet soft tip, provides an inspiring model.
   Inspired by the elephant trunk's thrust-deformation mechanism under
   multi-muscle action, we present the design principles of a composite
   tendon and pneumatic hybrid-driven tapered soft manipulator (TSM).
   Simulation and testing show that the TSM achieves a repeatability
   accuracy of 0.69 G 0.43 mm and single-axis errors below 2 mm. With a
   2-kg load, it maintains less than 37 mm of deformation in all poses.
   Additionally, the TSM reduces contact pressure by 35.7\% through active
   softening. These results highlight the manipulator's strengths in motion
   stability, load- bearing capacity, and safety during human contact,
   showcasing its potential as a flexible limb for mobile or humanoid
   robots.",CELL REPORTS PHYSICAL SCIENCE,,Article,10.1016/j.xcrp.2024.102210,,,,"Li, Xianglong and Zhang, Shouyi and Xiong, Quan and Sui, Dongbao and
   Zhang, Qinghua and Wang, Ziqi and Luan, Lingkai and Zheng, Tianjiao and
   Fan, Jizhuang and Zhao, Jie and Zhu, Yanhe",,6.0,WOS:001337157000001,,,paper,biomimetic tapered soft manipulator with precision and load bearing capacity,10.1016/j.xcrp.2024.102210,https://doi.org/10.1016/j.xcrp.2024.102210,https://doi.org/10.1016/j.xcrp.2024.102210,162.243,citations=6; year=2024; risk_terms=3; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.xcrp.2024.102210,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2666386424005034,text/html;charset=UTF-8,
