source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
,2025,"Adaptive Nonlinear Power Regulation Control of Floating Wind Turbines
   With Platform Motion Reduction","Blade pitch actuators for traditional onshore wind turbines primarily
   serve the purposes of regulating generated power to the rated value in
   high wind speed regions. Yet, when considering the floating offshore
   wind turbines (FOWTs) subject to wind and wave disturbances, it can be
   observed that improving power regulation often comes at the expense of
   exacerbating motion in the floating platform, leading to elevated
   platform loads. To address this issue, this paper proposes a novel
   robust nonlinear pitch controller specifically designed to achieve power
   production regulation while simultaneously mitigating platform pitch
   motion for FOWTs. Moreover, to tackle the challenge posed by unknown
   dynamics under wind-wave joint loads, the presented controller
   integrates a two-layer neural network (NN) for real-time learning of
   these unknown system dynamics. Meanwhile, a robust continuous term is
   introduced to alleviate the effects of residual reconstruction errors
   from the NN and external disturbances. Finally, the viability and
   efficacy of the proposed scheme are clearly demonstrated through
   comprehensive comparative studies with traditional pitch controllers
   conducted on the National Renewable Energy Laboratory (NREL) FAST
   platform. Note to Practitioners-This paper is motivated by the challenge
   of achieving the competing objectives between power regulation and load
   mitigation for floating offshore wind turbines (FOWTs) in high speed
   region. FOWTs have garnered significant interest in the field of
   renewable energy due to their advantages, including the ability to
   install high-powered wind turbines and reduced costs in deeper waters.
   However, there exist some limitations that existing FOWT controllers
   face including inefficiency in directly applying onshore WT control
   schemes, typically depend on precise turbine models and lack
   adaptability to potential uncertainties and errors encountered in
   practical situations. To tackle these limitations, this paper proposes a
   novel robust nonlinear controller for FOWTs considering the platform
   motion, which has the ability to simultaneously achieve power production
   regulation while platform stabilization. A two-layer neural network for
   real-time learning is developed to capture potential changes in system
   dynamics, while a robust continuous term is introduced to alleviate
   potential errors in the control scheme. This naturally provides
   adaptability and robustness against uncertainties while enhancing
   overall control performance. The effectiveness of the proposed control
   scheme is validated through simulation results.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2024.3393918,,,,"Gong, Yingjie and Yang, Qinmin and Meng, Wenchao",,9.0,WOS:001218634400001,,,paper,adaptive nonlinear power regulation control of floating wind turbines with platform motion reduction,10.1109/tase.2024.3393918,https://doi.org/10.1109/tase.2024.3393918,https://doi.org/10.1109/tase.2024.3393918,157.236,citations=9; year=2025; risk_terms=1; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2024.3393918,True,202.0,https://ieeexplore.ieee.org/document/10521639/,text/html; charset=UTF-8,
,2024,"Next-generation generalist energy artificial intelligence for navigating
   smart energy","The rapid advancement of highly flexible and reliable artificial
   intelligence (AI) holds the promise of unlocking transformative
   capabilities in response to imminent energy and environmental
   challenges. Toward future energy, we propose this perspective and
   introduce a groundbreaking paradigm for a versatile energy AI, termed
   artificial general intelligence for energy (AGIE). AGIE is designed to
   address a spectrum of energy-related issues with flexibility, drawing
   upon information such as energy parameters, equipment images, and expert
   voice feedback. The applications of AGIE are diverse, ranging from
   energy diagnostics and operational optimization to offering advice on
   energy policies. By incorporating human-in-the-loop interactions and
   leveraging domain knowledge, AGIE has the capacity to assimilate the
   habits of energy users. Through continuous reinforcement learning, it
   aspires to establish a new paradigm of explainable reasoning, paving the
   way for the development of credible energy robots with attributes
   similar to human understanding. We anticipate that AGIE-enabled
   applications will lead to new approaches in energy usage and the
   consideration of serious technical and societal challenges ranging from
   data integration to privacy and security concerns, environmental
   impacts, and constraints in hardware and software. Addressing these
   issues is crucial for realizing the full potential of generalist energy
   intelligence, leading to enhanced energy efficiency and contributing to
   the resolution of global energy problems.",CELL REPORTS PHYSICAL SCIENCE,,Review,10.1016/j.xcrp.2024.102192,,,,"Zhu, Xu and Chen, Siliang and Liang, Xinbin and Jin, Xinqiao and Du,
   Zhimin",,9.0,WOS:001318438300001,,,paper,next generation generalist energy artificial intelligence for navigating smart energy,10.1016/j.xcrp.2024.102192,https://doi.org/10.1016/j.xcrp.2024.102192,https://doi.org/10.1016/j.xcrp.2024.102192,157.236,citations=9; year=2024; risk_terms=3; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.xcrp.2024.102192,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S266638642400482X,text/html;charset=UTF-8,
,2022,"Development of Continuum Robot Arm and Gripper for Harvesting Cherry
   Tomatoes","Smart farming technology is becoming of the actual topics in the modern
   world of technology. Contemporary farming technology expands robot
   applications by using AI for the recognition of variable patterns.
   Moreover, the agriculture field demands a safety robot, due to the
   fragile surrounded confined space and it must be adaptable to extremely
   constrained working environments. Therefore, this research paper
   presents a novel tomato harvesting robot arm based on a continuum robot
   structure. The proposed continuum robot arm flexible backbone structure
   provides safety and efficient work in a confined workspace. This
   research paper consists of three parts: the first part of the paper
   contains the robot design and the newly designed tomato harvesting
   gripper tool. The second part of the paper describes the machine
   learning part for detecting matured tomatoes and the distance measuring
   technique with a single camera. The third part of the research paper
   explains robot kinematics and control algorithms. The final part of the
   research paper explains the experimental results. As a result of the
   conducted experiment, the tomato harvesting speed of the proposed robot
   was 56 s for a single tomato. Meanwhile, the tomato recognition accuracy
   was 96 percent.",APPLIED SCIENCES-BASEL,,Article,10.3390/app12146922,,,,"Yeshmukhametov, Azamat and Koganezawa, Koichi and Yamamoto, Yoshio and
   Buribayev, Zholdas and Mukhtar, Zhassuzak and Amirgaliyev, Yedilkhan",,35.0,WOS:000834450700001,,,paper,development of continuum robot arm and gripper for harvesting cherry tomatoes,10.3390/app12146922,https://doi.org/10.3390/app12146922,https://doi.org/10.3390/app12146922,157.169,citations=35; year=2022; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app12146922,False,403.0,https://www.mdpi.com/2076-3417/12/14/6922,text/html,
,2022,"The review of food safety inspection system based on artificial
   intelligence, image processing, and robotic","The main target of the current study is to review the latest
   developments in accurate, reliable, and low-cost non-contact or remote
   techniques, including the usage of artificial intelligence (AI)-based
   methods, image processing (IP) system, and sensor technology for quality
   assessment in the food industry (FI). The IP systems and AI can be used
   for various purposes, such as classifying products based on size and
   shape, detecting product defects, the presence of microbes, and grading
   food quality. The sensor technology is now highly developed to assess
   food products' quality and safety due to the dramatic growth of
   nanotechnology and biotechnology. Also, in this paper, it was tried to
   examine the role of robots in the FI and discusses the advantages and
   disadvantages of using them in the FI.",FOOD SCIENCE AND TECHNOLOGY,,Review,10.1590/fst.35421,,,,"Chen, Tzu-Chia and Yu, Shu-Yan",,35.0,WOS:000767939400002,,,paper,the review of food safety inspection system based on artificial intelligence image processing and robotic,10.1590/fst.35421,https://doi.org/10.1590/fst.35421,https://doi.org/10.1590/fst.35421,157.169,citations=35; year=2022; risk_terms=2; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1590/fst.35421,True,200.0,http://www.scielo.br/j/cta/a/CZxP5TBqw7MKG8tNDYjr6pJ/?lang=en,text/html; charset=utf-8,
,2023,MODAN: Multifocal Object Detection Associative Network for Maritime Horizon Surveillance,"In maritime surveillance systems, object detection plays a crucial role in ensuring the security of nearby waters by tracking the movement of various objects, such as ships and aircrafts, that are found at sea, detecting illegal activities and preemptively countering or predicting potential risks. Using vision sensors such as cameras to monitor the sea can help to identify the shape, size, and color of objects, enabling the precise analysis of maritime situations. Additionally, vision sensors can monitor or track small ships that may escape radar detection. However, objects located at considerable distances from vision sensors have low resolution and are small in size, rendering their detection difficult. This paper proposes a multifocal object detection associative network (MODAN) to overcome these vulnerabilities and provide stable maritime surveillance. First, it searches for the horizon using color quantization based on K-means; then, it selects and partitions the region of interest (ROI) around the horizon using the ROI selector. The original image and ROI image, converted to high resolution through the Super-Resolution Convolutional Neural Network (SRCNN), are then passed to the near-field and far-field detectors, respectively, for object detection. The weighted box fusion removes duplicate detected objects and estimates the optimal object. The proposed network is more stable and efficient in detecting distant objects than existing single-object detection models. Through performance evaluations, the proposed network exhibited an average precision surpassing that of the existing single-object detection models by more than 7%, and the false detection rate was reduced by 59% compared to similar multifocal-based state-of-the-art detection methods.",Journal of Marine Science and Engineering,Multidisciplinary Digital Publishing Institute,article,10.3390/jmse11101890,https://openalex.org/W4387176632,https://doi.org/10.3390/jmse11101890,,"['Sungan Yoon', 'Ahmad Jalal', 'Jeongho Cho']",Sungan Yoon,30.0,https://openalex.org/W4387176632,object detection | physical | sensor,,paper,modan multifocal object detection associative network for maritime horizon surveillance,10.3390/jmse11101890,https://doi.org/10.3390/jmse11101890,https://doi.org/10.3390/jmse11101890,157.076,citations=30; year=2023; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.3390/jmse11101890,False,403.0,https://www.mdpi.com/2077-1312/11/10/1890,text/html,
,2024,"Robust Tracking Control for Quadrotor UAV With External Disturbances and
   Uncertainties Using Neural Network Based MRAC","In this paper, an intelligent Model Reference Adaptive Control (MRAC)
   based on a neural network is proposed for robust tracking control of
   quadrotor UAV under external disturbances and parameter variations.
   First, the singularity-free dynamic model of the quadrotor is developed
   using Newton-Quaternion formalism. Then, conventional MRAC is designed
   to generate training data. With the generated data, the Feed Forward
   Neural Network (FFNN) and Recurrent Neural Network (RNN) are trained
   offline to get an initial set of network parameters for position
   controller parameters estimation and attitude control of the quadrotor,
   respectively, and an online learning algorithm is developed to update
   those network parameters in real-time. Finally, the performance of the
   designed Neural network-based MRAC has been evaluated using a numerical
   simulation in a nominal scenario and by introducing parametric variation
   and external disturbances as matched and unmatched uncertainties into
   the system. The simulation results show that the proposed controller has
   a better tracking performance and disturbance rejection capability
   compared with the Linear Quadratic Regulator (LQR) and conventional
   MRAC. Furthermore, the utilized control efforts are minimal and smooth
   proving functional safety and economical use of the controller.
   Therefore, the suggested controller is feasible for real-time
   implementation of the quadrotor UAV.",IEEE ACCESS,,Article,10.1109/ACCESS.2024.3374894,,,,"Madebo, Muluken Menebo and Abdissa, Chala Merga and Lemma, Lebsework
   Negash and Negash, Dereje Shiferaw",,96.0,WOS:001184739500001,,,paper,robust tracking control for quadrotor uav with external disturbances and uncertainties using neural network based mrac,10.1109/access.2024.3374894,https://doi.org/10.1109/access.2024.3374894,https://doi.org/10.1109/access.2024.3374894,157.046,citations=96; year=2024; risk_terms=3; physical_terms=2,https://doi.org/10.1109/access.2024.3374894,True,202.0,https://ieeexplore.ieee.org/document/10463048/,text/html; charset=UTF-8,
,2020,"Enhanced network learning model with intelligent operator for the motion
   reliability evaluation of flexible mechanism","The evaluation of flexible mechanism involving multi-body dynamics with
   high nonlinearity and transients urgently requires an efficient
   evaluation method to enhance its reliability and safety. In this work,
   an enhanced network learning method (ENLM) is proposed to improve the
   modeling precision and simulation efficiency in flexible mechanism
   reliability evaluation, by introducing generalized regression neural
   network (GRNN) and multi-population genetic algorithm (MPGA) into
   extremum response surface method (ERSM). In the ENLM modeling, the ERSM
   is adopted to reasonably handle transients (time varying) problem in
   motion reliability analysis by considering one extreme value in whole
   response process; the GRNN is applied to address high-nonlinearity in
   surrogate modeling; the MPGA is utilized to find the optimal model
   parameters in ENLM modeling. In respect of the developed ENLM, the
   motion reliability of two-link flexible robot manipulator (TFRM) was
   evaluated, with regard to the related input random parameters to
   material density, elastic modulus, section sizes, and deformations of
   components. In term of this study, it is illustrated that (i) the
   comprehensive reliability of flexible robot manipulator is 0.951 when
   the allowable deformation is 1.8x10(-2) m; (ii) the maximum deformations
   of member-1 and member-2 obey normal distributions with the means of
   1.45x10(-2) m and 1.69x10(-2) m as well as the standard variances of
   6.77x10(-4) m and 4.08x10(-4) m, respectively. The comparison of methods
   demonstrates that the ENLM improves the modeling precision by 3.29\% and
   reduces the simulation efficiency by 1.19 s under 10000 simulations, and
   the strengths of the ENLM with high modeling precision and high
   simulation efficiency become more obvious with the increase of
   simulations. The efforts of this study provide a learning-based
   reliability analysis way (i.e., ENLM) for the motion reliability design
   optimization of flexible mechanism and enrich mechanical reliability
   theory. (c) 2020 Elsevier Masson SAS. All rights reserved.",AEROSPACE SCIENCE AND TECHNOLOGY,,Article,10.1016/j.ast.2020.106342,,,,"Fei, Cheng-Wei and Li, Huan and Liu, Hao-Tian and Lu, Cheng and An,
   Li-Qiang and Han, Lei and Zhao, Yong-Jun",,83.0,WOS:000596565600012,,,paper,enhanced network learning model with intelligent operator for the motion reliability evaluation of flexible mechanism,10.1016/j.ast.2020.106342,https://doi.org/10.1016/j.ast.2020.106342,https://doi.org/10.1016/j.ast.2020.106342,157.031,citations=83; year=2020; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.ast.2020.106342,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S1270963820310245,text/html;charset=UTF-8,
,2019,Can nurses remain relevant in a technologically advanced future?,"Technological breakthroughs occur at an ever-increasing rate thereby
   revolutionizing human health and wellness care. Technological
   advancements have drastically changed the structure and organization of
   the healthcare industry. McKinsey Global Institute estimates that 800
   million workers worldwide could be replaced by robots by the year 2030.
   There is already a robotic revolution happening in healthcare wherein
   robots have made tasks and procedures more efficient and safer. Locsin
   and Ito has addressed the threat to nursing practice with human nurses
   being replaced by humanoid robots. Routine nursing care dictated solely
   by prescribed procedures and accomplishment of nursing tasks would be
   best performed by machines. With the future practice of nursing in a
   technologically advanced future transcending the implementation of
   nursing actions to achieve predictable outcomes, how can human nurses
   remain relevant as practitioners of nursing? Nurses should be involved
   in deciding which aspects of their practice can be delegated to
   technology. Nurses should oversee the introduction of automated
   technology and artificial intelligence ensuring their practice to be
   more about the universal aspects of human care continuing under a novel
   system. Nursing education and nursing research will change to encompass
   a differentiated demand for professional nursing practice with, and not
   for, robots in healthcare. (c) 2018 Chinese Nursing Association.
   Production and hosting by Elsevier B.V.",INTERNATIONAL JOURNAL OF NURSING SCIENCES,,Editorial Material,10.1016/j.ijnss.2018.09.013,,,,"Pepito, Joseph Andrew and Locsin, Rozzano",,119.0,WOS:000456381500013,,,paper,can nurses remain relevant in a technologically advanced future,10.1016/j.ijnss.2018.09.013,https://doi.org/10.1016/j.ijnss.2018.09.013,https://doi.org/10.1016/j.ijnss.2018.09.013,157.025,citations=119; year=2019; risk_terms=1; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.ijnss.2018.09.013,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2352013218301765,text/html;charset=UTF-8,
,2025,"Reflectance-Guided Progressive Feature Alignment Network for All-Day UAV
   Object Detection","Object detection using visible-infrared images has become increasingly
   crucial for all-day applications of uncrewed aerial vehicles (UAVs).
   However, existing multimodal detection methods face significant
   challenges in low-light conditions, where degraded visible image quality
   exacerbates weak alignment issues and compromises feature fusion
   effectiveness. Although recent approaches have attempted to address
   these issues through cross-attention mechanisms or feature alignment
   strategies, they often suffer from unstable performance and limited
   generalization capability in challenging nighttime scenarios. To address
   these limitations, we propose a novel reflectance-guided progressive
   feature alignment network (RGFNet) for robust UAV object detection. Our
   proposed method leverages the illumination-invariant characteristic of
   reflectance features decomposed from visible images via Retinex theory
   to guide cross-modal alignment and fusion. Specifically, we design a
   reflectance-guided collaborative alignment module (RCAM) that utilizes
   reflectance guidance to perform bidirectional feature alignment between
   visible and infrared modalities, effectively reducing position
   misalignment under varying lighting conditions. Furthermore, we
   introduce a light-aware selective fusion module (LSFM) that maps
   multimodal features into a shared hidden state space through a selective
   state-space mechanism, enabling efficient feature interaction while
   maintaining linear computational complexity. Extensive experiments on
   two challenging UAV detection benchmarks, DroneVehicle and drone-based
   visible-thermal object detection (DVTOD), demonstrate the superiority of
   our method. The RGFNet achieves state-of-the-art performance with 81.4\%
   mean average precision (mAP) on DroneVehicle and 88.5\% mAP on DVTOD.",IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,,Article,10.1109/TGRS.2025.3574963,,,,"Zhao, Zhicheng and Zhang, Wei and Xiao, Yun and Li, Chenglong and Tang,
   Jin",,13.0,WOS:001512531900013,,,paper,reflectance guided progressive feature alignment network for all day uav object detection,10.1109/tgrs.2025.3574963,https://doi.org/10.1109/tgrs.2025.3574963,https://doi.org/10.1109/tgrs.2025.3574963,156.947,citations=13; year=2025; risk_terms=1; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tgrs.2025.3574963,True,202.0,https://ieeexplore.ieee.org/document/11017749/,text/html; charset=UTF-8,
,2025,"Hypersensitive pressure sensors inspired by scorpion mechanosensory
   mechanisms for near-body flow detection in intelligent robots","Sensitivity enhancement for pressure sensors over a broad linear range
   can improve sensing performance for a wide range of applications such as
   health monitoring and artificial intelligence. Here, inspired by the
   high-precision mechanosensory mechanism of the scorpion, a bioinspired
   piezoresistive pressure sensor (BPPS) is reported for the synergistic
   enhancement of sensitivity and linearity at 65.56 millivolts per volt
   per kilopascal and 0.99934, respectively, in a pressure range from 0 to
   500 kilopascals. The BPPS can distinguish laminar, transitional, and
   turbulent flows as well as identify approaching objects of different
   shapes with an accuracy exceeding 85.42\% by integrating a wavelet
   transform algorithm and the ResNet18 deep learning network. As a proof
   of concept, BPPS has been engineered in a hexapod robot to enable
   near-body flow field sensing for active collision avoidance. This work
   underscores the potential to leverage key design concepts inspired by
   living insects for improved sensing performance and offers structural
   insights for other high-precision sensors.",SCIENCE ADVANCES,,Article,10.1126/sciadv.ady5008,,,,"Wang, Pinkun and Zhang, Changchao and Li, Bo and Meng, Xiancun and Ding,
   Yuechun and Zhang, Junqiu and Niu, Shichao and Han, Zhiwu and Lin, Liwei
   and Ren, Luquan",,13.0,WOS:001554492900015,,,paper,hypersensitive pressure sensors inspired by scorpion mechanosensory mechanisms for near body flow detection in intelligent robots,10.1126/sciadv.ady5008,https://doi.org/10.1126/sciadv.ady5008,https://doi.org/10.1126/sciadv.ady5008,156.947,citations=13; year=2025; risk_terms=1; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1126/sciadv.ady5008,False,403.0,https://www.science.org/doi/10.1126/sciadv.ady5008,text/html; charset=UTF-8,
,2024,"Research on multitask model of object detection and road segmentation in
   unstructured road scenes","With the rapid development of artificial intelligence and computer
   vision technology, autonomous driving technology has become a hot area
   of concern. The driving scenarios of autonomous vehicles can be divided
   into structured scenarios and unstructured scenarios. Compared with
   structured scenes, unstructured road scenes lack the constraints of lane
   lines and traffic rules, and the safety awareness of traffic
   participants is weaker. Therefore, there are new and higher requirements
   for the environment perception tasks of autonomous vehicles in
   unstructured road scenes. The current research rarely integrates the
   target detection and road segmentation to achieve the simultaneous
   processing of target detection and road segmentation of autonomous
   vehicle in unstructured road scenes. Aiming at the above issues, a
   multitask model for object detection and road segmentation in
   unstructured road scenes is proposed. Through the sharing and fusion of
   the object detection model and road segmentation model, multitask model
   can complete the tasks of multi-object detection and road segmentation
   in unstructured road scenes while inputting a picture. Firstly,
   MobileNetV2 is used to replace the backbone network of YOLOv5, and
   multi-scale feature fusion is used to realize the information exchange
   layer between different features. Subsequently, a road segmentation
   model was designed based on the DeepLabV3+ algorithm. Its main feature
   is that it uses MobileNetV2 as the backbone network and combines the
   binary classification focus loss function for network optimization.
   Then, we fused the object detection algorithm and road segmentation
   algorithm based on the shared MobileNetV2 network to obtain a multitask
   model and trained it on both the public dataset and the self-built
   dataset NJFU. The training results demonstrate that the multitask model
   significantly enhances the algorithm's execution speed by approximately
   10 frames per scond while maintaining the accuracy of object detection
   and road segmentation. Finally, we conducted validation of the multitask
   model on an actual vehicle.",MEASUREMENT SCIENCE AND TECHNOLOGY,,Article,10.1088/1361-6501/ad35dd,,,,"Gao, Chengfei and Zhao, Fengkui and Zhang, Yong and Wan, Maosong",,13.0,WOS:001195468400001,,,paper,research on multitask model of object detection and road segmentation in unstructured road scenes,10.1088/1361-6501/ad35dd,https://doi.org/10.1088/1361-6501/ad35dd,https://doi.org/10.1088/1361-6501/ad35dd,156.947,citations=13; year=2024; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1088/1361-6501/ad35dd,True,200.0,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=5fdc7733-c6fb-47d8-b6fc-3bdc116b7cce&ssb=12530275657&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6501%2Fad35dd&ssi=3aaad499-cnvj-49a3-8024-a4054d5c7dc5&ssk=botmanager_support@radware.com&ssm=52552313596123041103972710162903&ssn=a849c90570ccfb5822f29424969717722008e7f74f7c-1762-46cb-b6bfd1&sso=c5919f9a-f7725e4ff9de024b06bb9d29da0a95831c861ea9f112530a&ssp=43670420911782574703178253115738034&ssq=74605967287782345973372877628538939759903&ssr=NTguMjkuMTUxLjcy&sst=Mozilla/5.0%20reference-access-check&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwNzA0OWE5NGItYjJmZC00M2YwLTllM2EtNzE5NzJmZjMyNTI3MS0xNzgyNTcyODc3MTY5MC0zMDRkYTMzZjYzMzM2NmQ0MTAiLCJfX3V6bWYiOiI3ZjkwMDBlN2Y3NGY3Yy0xNzYyLTQ2Y2ItYmY5YS1mNzcyNWU0ZmY5ZGUxLTE3ODI1NzI4NzcxNjkwLTAwNGNlMTRiOTE5ZTliMGZlMWIxMCJ9,text/html; charset=UTF-8,
,2024,"Sampling-efficient path planning and improved actor-critic-based
   obstacle avoidance for autonomous robots","Autonomous robots have garnered extensive utilization in diverse fields.
   Among the critical concerns for autonomous systems, path planning holds
   paramount importance. Notwithstanding considerable efforts in its
   development over the years, path planning for autonomous systems
   continues to grapple with challenges related to low planning efficiency
   and inadequate obstacle avoidance response in a timely manner. This
   study proposes a novel and systematic solution to the path planning
   problem within intricate office buildings. The solution consists of a
   global planner and a local planner. To handle the global planning
   aspect, an adaptive clustering-based dynamic programming rapidly
   exploring random tree (ACDP-RRT) algorithm is proposed. ACDP-RRT
   effectively identifies obstacles on the map by leveraging geometric
   features. These obstacles are then represented as a collection of
   sequentially arranged convex polygons, optimizing the sampling region
   and significantly enhancing sampling efficiency. For local planning, a
   network decoupling actor-critic (ND-AC) algorithm is employed. The
   proposed ND-AC simplifies the local planner design process by
   integrating planning and control loops into a neural network (NN)
   trained via an end-to-end model-free deep reinforcement learning (DRL)
   framework. Moreover, the adoption of network decoupling (ND) techniques
   leads to an improved obstacle avoidance success rate when compared to
   conventional actor-critic (AC)-based methods. Extensive simulations and
   experiments are conducted to demonstrate the effectiveness and
   robustness of the proposed approach.",SCIENCE CHINA-INFORMATION SCIENCES,,Article,10.1007/s11432-022-3904-9,,,,"Yang, Yefeng and Huang, Tao and Wang, Tianqi and Yang, Wenyu and Chen,
   Han and Li, Boyang and Wen, Chih-yung",,13.0,WOS:001209805700004,,,paper,sampling efficient path planning and improved actor critic based obstacle avoidance for autonomous robots,10.1007/s11432-022-3904-9,https://doi.org/10.1007/s11432-022-3904-9,https://doi.org/10.1007/s11432-022-3904-9,156.947,citations=13; year=2024; risk_terms=1; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11432-022-3904-9,True,200.0,https://link.springer.com/article/10.1007/s11432-022-3904-9,text/html; charset=utf-8,
,2024,"Autonomous navigation of marine surface vessel in extreme encounter
   situation","With the development of artificial intelligence (AI) technology, the
   autonomous navigation and behavior decision-making capabilities of MASS
   (marine autonomous surface ship) are constantly being innovated, thereby
   ensuring their safe navigation. However, the recent algorithms exhibit
   limited efficacy in navigating in unknown and complex environments,
   while also lacking the capability to effectively handle the encounters
   resulting from the uncertain behavior of other ships. Consequently, this
   study proposes an intelligent navigation methodology utilizing the PRM
   (Probabilistic Roadmap) and PPO (Proximal Policy Optimization) algorithm
   to facilitate autonomous navigation and collision avoidance
   decision-making for MASS. Moreover, the MASS disciplined behaviors
   prescribed by COLREGs are taken into the consideration of the reward
   function design. Particularly, in extreme encounter situation, it
   becomes necessary for MASS to depart from COLREGs, thus requiring a
   corresponding definition of the reward function. Finally, the autonomous
   navigation and decision-making capability of the MASS is evaluated using
   real-time ship traffic in a voyage scenario, while various extreme
   encounter situations are also simulated to demonstrate the generality
   and practicality of the proposed PRM-PPO method.",JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,,Article,10.1007/s00773-023-00979-w,,,,"Guan, Wei and Han, Husheng and Cui, Zhewen",,13.0,WOS:001137659400001,,,paper,autonomous navigation of marine surface vessel in extreme encounter situation,10.1007/s00773-023-00979-w,https://doi.org/10.1007/s00773-023-00979-w,https://doi.org/10.1007/s00773-023-00979-w,156.947,citations=13; year=2024; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s00773-023-00979-w,True,200.0,https://link.springer.com/article/10.1007/s00773-023-00979-w,text/html; charset=utf-8,
,2021,Stochastic Model-Predictive Control with Uncertainty Estimation for Autonomous Driving at Uncontrolled Intersections,"This paper presents an uncontrolled intersection-passing algorithm with an integrated approach of stochastic model-predictive control and prediction uncertainty estimation for autonomous vehicles. The proposed algorithm is designed to utilize information from sensors mounted on the autonomous vehicle and high-definition intersection maps. The proposed algorithm is composed of two modules, namely target state prediction and a motion planner. The target state prediction module has predicted the future behavior of intersection-approaching vehicles based on human driving data. The recursive covariance estimator has been utilized to estimate the prediction uncertainty for each approaching vehicle. The desired driving mode has been determined based on the uncontrolled intersection theory. The estimated prediction uncertainty has been used to define the probability distribution of the stochastic model-predictive controller to cope with time-varying uncertainty characteristics of the perception algorithm. The constrained stochastic model-predictive controller based on safety indexes has determined the desired longitudinal acceleration. The proposed robust intersection-passing algorithm has been evaluated via computer simulation based on Monte Carlo simulation with a sensor model. The simulation results showed that the proposed algorithm guarantees the minimum safety constraints and improves the ride comfort at uncontrolled intersections by estimating the uncertainty of sensors and prediction.",Applied Sciences,Multidisciplinary Digital Publishing Institute,article,10.3390/app11209397,https://openalex.org/W3207329717,https://doi.org/10.3390/app11209397,,['Yonghwan Jeong'],Yonghwan Jeong,13.0,https://openalex.org/W3207329717,autonomous driving | autonomous system | autonomous systems | autonomous vehicle | autonomous vehicles | robot | robotic | robotics,Deep Reinforcement Learning for Autonomous Driving,paper,stochastic model predictive control with uncertainty estimation for autonomous driving at uncontrolled intersections,10.3390/app11209397,https://doi.org/10.3390/app11209397,https://doi.org/10.3390/app11209397,156.947,citations=13; year=2021; risk_terms=4; physical_terms=6; prestige_venue=mandatory_candidate,https://doi.org/10.3390/app11209397,False,403.0,https://www.mdpi.com/2076-3417/11/20/9397,text/html,
